index	count	depth
23	2500	5
47	949	5
36	1281	4
37	270	5
5	0	4
6	0	5
3	0	4
4	0	4
1	0	3
18	0	4
22	0	4
10	0	4
25	0	5
24	0	4
29	0	6
26	0	4
28	0	5
14	0	5
27	0	5
13	0	4
16	0	4
19	0	4
17	0	5
21	0	4
15	0	4
12	0	4
20	0	4
11	0	3
8	0	4
9	0	5
2	0	4
7	0	4
0	0	3
44	0	4
45	0	5
42	0	4
43	0	4
49	0	6
31	0	4
48	0	5
46	0	5
33	0	4
41	0	4
35	0	4
40	0	5
30	0	4
38	0	4
39	0	4
34	0	4
32	0	3
