index	count	depth
3	374	3
18	7500	4
-1	2500	0
13	2126	4
0	0	3
1	0	4
2	0	3
4	0	4
5	0	3
12	0	4
8	0	4
11	0	3
9	0	3
6	0	3
10	0	3
7	0	3
16	0	5
17	0	4
15	0	3
14	0	4
