index	count	depth
28	952	4
36	1548	5
8	0	3
3	0	4
9	0	4
10	0	4
7	0	4
11	0	4
6	0	4
5	0	5
4	0	4
12	0	5
15	0	3
16	0	4
13	0	4
14	0	4
18	0	4
17	0	4
21	0	4
22	0	5
19	0	4
20	0	5
27	0	3
33	0	4
35	0	4
34	0	4
0	0	3
2	0	4
1	0	4
26	0	3
31	0	4
30	0	4
29	0	4
23	0	4
24	0	4
25	0	5
32	0	4
