index	count	depth
-1	9882	0
-2	12618	0
-3	5000	0
0	0	3
4	0	4
3	0	3
5	0	3
2	0	4
1	0	3
6	0	4
7	0	5
8	0	4
11	0	4
10	0	4
9	0	3
