index	count	depth
8	2500	4
6	2500	4
23	2810	4
22	7190	5
-1	1212	0
-2	736	0
-3	552	0
13	0	3
3	0	3
15	0	4
10	0	3
14	0	4
12	0	4
1	0	3
11	0	4
4	0	4
5	0	4
16	0	4
17	0	5
19	0	3
2	0	3
21	0	4
9	0	3
20	0	4
18	0	4
0	0	3
7	0	4
