# 25 out of 25 mutations
204 #trees
14 #edges, tree 1
8;12;14 17
6 9
6 8;12;14
18 21
16 20
10;13 19;22;24
5;7 18
5;7 23
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 2
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
16 20
5;7 18
5;7 23
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 3
8;12;14 17
6 9
6 8;12;14
18 20
18 21
10;13 19;22;24
5;7 18
5;7 23
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 4
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 20
18 21
5;7 18
5;7 23
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 5
8;12;14 17
6 9
6 8;12;14
18 21
18 16
10;13 19;22;24
5;7 20
5;7 18
5;7 23
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 6
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 20
10;13 19;22;24
5;7 18
5;7 23
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 7
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 16
5;7 20
5;7 18
5;7 23
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 8
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 20
5;7 18
5;7 23
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 9
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 23
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 10
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 23
16 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 11
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 20
18 21
18 23
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 12
8;12;14 17
6 9
6 8;12;14
18 21
18 23
16 20
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 13
8;12;14 17
6 9
6 8;12;14
18 20
18 21
18 23
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 14
8;12;14 17
6 9
6 8;12;14
18 21
18 23
10;13 19;22;24
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 15
8;12;14 17
6 9
6 8;12;14
18 21
16 23
10;13 19;22;24
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 16
8;12;14 17
6 9
6 8;12;14
20 23
18 21
10;13 19;22;24
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 17
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 23
10;13 19;22;24
5;7 20
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 18
8;12;14 17
6 9
6 8;12;14
20 23
18 21
18 16
10;13 19;22;24
5;7 20
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 19
9 19;22;24
8;12;14 17
6 9
6 8;12;14
20 23
18 21
18 16
5;7 20
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 20
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 23
5;7 20
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 21
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
16 23
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 22
9 19;22;24
8;12;14 17
6 9
6 8;12;14
20 23
18 21
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 23
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 20
18 21
16 23
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 24
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
16 20
16 23
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 25
9 19;22;24
8;12;14 17
6 9
6 8;12;14
20 23
18 20
18 21
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 26
9 19;22;24
8;12;14 17
6 9
6 8;12;14
20 23
18 21
16 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 27
8;12;14 17
6 9
6 8;12;14
20 23
18 20
18 21
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 28
8;12;14 17
6 9
6 8;12;14
18 20
18 21
16 23
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 29
8;12;14 17
6 9
6 8;12;14
18 21
16 20
16 23
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 30
8;12;14 17
6 9
6 8;12;14
20 23
18 21
16 20
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 31
9 19;22;24
8;12;14 17
6 9
6 8;12;14
20 23
18 21
18 16
16 20
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 32
9 19;22;24
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 20
16 23
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 33
8;12;14 17
6 9
6 8;12;14
18 21
18 16
16 20
16 23
10;13 19;22;24
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 34
8;12;14 17
6 9
6 8;12;14
20 23
18 21
18 16
16 20
10;13 19;22;24
5;7 18
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 35
6 9
6 8;12;14
18 21
18 23
10;13 17
10;13 19;22;24
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 36
9 19;22;24
6 9
6 8;12;14
18 21
18 23
10;13 17
5;7 20
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 37
6 9
6 8;12;14
18 21
18 23
16 20
10;13 17
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 38
9 19;22;24
6 9
6 8;12;14
18 21
18 23
16 20
10;13 17
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 39
9 19;22;24
6 9
6 8;12;14
18 20
18 21
18 23
10;13 17
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 40
6 9
6 8;12;14
18 20
18 21
18 23
10;13 17
10;13 19;22;24
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 41
9 19;22;24
6 9
6 8;12;14
20 23
18 20
18 21
10;13 17
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 42
9 19;22;24
6 9
6 8;12;14
18 20
18 21
16 23
10;13 17
5;7 18
5;7 16
5;7 10;13
3 6
3 5;7
0;1;2 4;11;15
0;1;2 3
14 #edges, tree 43
9 19;22;24
6 9
6 8;12;14
18 20
