# 47 out of 47 mutations
44 #trees
12 #edges, tree 1
3 5;6
22 58
26;30;33;34;35;39;41;45;48;51 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 2
3 5;6
22 58
25;27;32;36;38;43;44;47;50;52;54 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 3
3 5;6
22 58
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
24 23
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 4
3 5;6
22 58
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
25;27;32;36;38;43;44;47;50;52;54 23
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 5
3 5;6
22 23
25;27;32;36;38;43;44;47;50;52;54 58
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 6
3 5;6
26;30;33;34;35;39;41;45;48;51 23
25;27;32;36;38;43;44;47;50;52;54 58
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 7
3 5;6
25;27;32;36;38;43;44;47;50;52;54 23
25;27;32;36;38;43;44;47;50;52;54 58
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 8
3 5;6
23 58
22 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 9
3 5;6
22 23
26;30;33;34;35;39;41;45;48;51 58
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 10
3 5;6
26;30;33;34;35;39;41;45;48;51 58
25;27;32;36;38;43;44;47;50;52;54 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 11
3 5;6
23 58
25;27;32;36;38;43;44;47;50;52;54 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 12
3 5;6
26;30;33;34;35;39;41;45;48;51 23
26;30;33;34;35;39;41;45;48;51 58
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 13
3 5;6
23 58
26;30;33;34;35;39;41;45;48;51 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 14
3 5;6
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
24 23
24 58
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 15
3 5;6
22 23
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
24 58
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 16
3 5;6
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
25;27;32;36;38;43;44;47;50;52;54 23
24 58
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 17
3 5;6
23 58
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
24 23
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 18
3 5;6
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
25;27;32;36;38;43;44;47;50;52;54 58
24 23
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 19
3 5;6
23 58
22 23
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 20
3 5;6
22 23
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
25;27;32;36;38;43;44;47;50;52;54 58
24 26;30;33;34;35;39;41;45;48;51
21 24
20 22
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 3
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 21
3 5;6
26;30;33;34;35;39;41;45;48;51 25;27;32;36;38;43;44;47;50;52;54
25;27;32;36;38;43;44;47;50;52;54 23
25;27;32;36;38;43;44;47;50;52;54 58
