# 25 out of 25 mutations
312 #trees
14 #edges, tree 1
22 3;5;7
10 22
9 16;18;24
9 19
12;15 17
8 12;15
4;6 14;21;23
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 2
22 3;5;7
10 22
9 16;18;24
9 19
12;15 17
12;15 14;21;23
8 12;15
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 3
22 3;5;7
10 22
17 14;21;23
9 16;18;24
9 19
12;15 17
8 12;15
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 4
22 3;5;7
10 22
10 13;20
9 16;18;24
9 19
12;15 17
12;15 14;21;23
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 5
22 3;5;7
10 22
10 13;20
9 16;18;24
9 19
12;15 17
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 6
22 3;5;7
10 22
10 13;20
17 14;21;23
9 16;18;24
9 19
12;15 17
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 7
22 3;5;7
10 22
10 13;20
9 16;18;24
9 14;21;23
12;15 17
8 12;15
4;6 19
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 8
22 3;5;7
10 22
9 16;18;24
9 14;21;23
12;15 17
8 12;15
4;6 19
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 9
22 3;5;7
10 22
10 13;20
9 16;18;24
12;15 17
12;15 14;21;23
8 12;15
4;6 19
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 10
22 3;5;7
10 22
10 13;20
9 17
9 16;18;24
12;15 14;21;23
8 12;15
4;6 19
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 11
22 3;5;7
10 22
9 16;18;24
12;15 17
12;15 14;21;23
8 12;15
4;6 19
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 12
22 3;5;7
10 22
9 17
9 16;18;24
12;15 14;21;23
8 12;15
4;6 19
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 13
22 3;5;7
10 22
10 13;20
17 14;21;23
9 17
9 16;18;24
8 12;15
4;6 19
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 14
22 3;5;7
10 22
10 13;20
17 14;21;23
9 16;18;24
12;15 17
8 12;15
4;6 19
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 15
22 3;5;7
10 22
17 14;21;23
9 17
9 16;18;24
8 12;15
4;6 19
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 16
22 3;5;7
10 22
17 14;21;23
9 16;18;24
12;15 17
8 12;15
4;6 19
4;6 8
2 13;20
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 17
22 3;5;7
10 22
10 13;20
9 16;18;24
9 14;21;23
14;21;23 19
12;15 17
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 18
22 3;5;7
10 22
10 13;20
9 16;18;24
9 14;21;23
12;15 17
12;15 19
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 19
22 3;5;7
10 22
10 13;20
17 19
9 16;18;24
9 14;21;23
12;15 17
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 20
22 3;5;7
10 22
10 13;20
9 16;18;24
12;15 17
12;15 19
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 21
22 3;5;7
10 22
10 13;20
17 19
9 16;18;24
12;15 17
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 22
22 3;5;7
10 22
10 13;20
9 16;18;24
14;21;23 19
12;15 17
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 23
22 3;5;7
10 22
10 13;20
17 19
9 16;18;24
12;15 17
12;15 14;21;23
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 24
22 3;5;7
10 22
10 13;20
17 14;21;23
9 16;18;24
14;21;23 19
12;15 17
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 25
22 3;5;7
10 22
10 13;20
17 14;21;23
9 16;18;24
12;15 17
12;15 19
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 26
22 3;5;7
10 22
10 13;20
9 16;18;24
14;21;23 19
12;15 17
12;15 14;21;23
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 27
22 3;5;7
10 22
10 13;20
17 14;21;23
9 17
9 16;18;24
12;15 19
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 28
22 3;5;7
10 22
10 13;20
9 17
9 16;18;24
12;15 19
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 29
22 3;5;7
10 22
10 13;20
9 17
9 16;18;24
12;15 14;21;23
12;15 19
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 30
22 3;5;7
10 22
10 13;20
9 17
9 16;18;24
14;21;23 19
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 31
22 3;5;7
10 22
10 13;20
17 19
9 17
9 16;18;24
8 12;15
4;6 14;21;23
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 32
22 3;5;7
10 22
10 13;20
9 17
9 16;18;24
14;21;23 19
12;15 14;21;23
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
14 #edges, tree 33
22 3;5;7
10 22
10 13;20
17 19
9 17
9 16;18;24
12;15 14;21;23
8 12;15
4;6 8
2 10
2 9
2 4;6
0;1 11
0;1 2
