# 35 out of 35 mutations
6 #trees
9 #edges, tree 1
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 2
1;3 5
0 6
0 58
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 1;3
9 #edges, tree 2
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 58
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
1;3 5
0 6
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 2
0 1;3
9 #edges, tree 3
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
2 58
1;3 5
0 6
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 2
0 1;3
9 #edges, tree 4
51;55 58
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
1;3 5
0 6
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 2
0 1;3
9 #edges, tree 5
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 2
2 58
1;3 5
0 6
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 1;3
9 #edges, tree 6
51;55 58
50 51;55
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 56
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 50
4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49 2
1;3 5
0 6
0 4;8;11;14;18;20;21;23;25;26;29;30;31;32;33;34;36;37;40;42;44;46;47;49
0 1;3
