# 47 out of 47 mutations
2488 #trees
12 #edges, tree 1
25;27;32;36;38;43;44;47;50;52;54 22
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 3
21 24
20 23
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 5;6
0;1 58
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 2
25;27;32;36;38;43;44;47;50;52;54 3
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 22
21 24
20 23
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 5;6
0;1 58
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 3
22 3
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 22
21 24
20 23
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 5;6
0;1 58
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 4
22 3
25;27;32;36;38;43;44;47;50;52;54 22
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 24
20 23
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 5;6
0;1 58
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 5
3 23
24 26;30;33;34;35;39;41;45;48;51
24 25;27;32;36;38;43;44;47;50;52;54
21 22
21 24
20 3
20 21
2;4;7;8;9;10;11;12;13;14;15;16;17;18 20
2;4;7;8;9;10;11;12;13;14;15;16;17;18 19
0;1 5;6
0;1 58
0;1 2;4;7;8;9;10;11;12;13;14;15;16;17;18
12 #edges, tree 6
3 23
25;27;32;36;38;43;44;47;50;52;54 22
24 26;30;33;34;35;39;41;45;48;51
