# 25 out of 25 mutations
12 #trees
15 #edges, tree 1
23 22
16 23
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
7;10 24
2 7;10
1 21
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 2
16 23
16 22
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
7;10 24
2 7;10
1 21
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 3
16 23
16 22
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
24 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 4
16 23
16 22
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
7;10 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 5
23 22
16 23
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
7;10 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 6
23 22
16 23
4;5;8 16
4;5;8 11;17
3 9;12
6;14;18;20 13;19
24 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 7
16 23
16 22
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
7;10 24
2 7;10
1 21
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 8
23 22
16 23
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
7;10 24
2 7;10
1 21
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 9
16 23
16 22
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
7;10 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 10
16 23
16 22
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
24 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 11
23 22
16 23
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
7;10 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
15 #edges, tree 12
23 22
16 23
4;5;8 16
4;5;8 13;19
4;5;8 11;17
3 9;12
24 21
7;10 24
2 7;10
1 15
1 6;14;18;20
1 2
0 4;5;8
0 3
0 1
