solution	ancestral	parental	incomparable
0	0.909091	0.75	0.96
1	0.909091	0.875	1
2	0.909091	0.75	0.96
3	0.909091	0.75	0.96
4	0.909091	0.75	0.92
5	0.909091	0.75	0.96
6	0.909091	0.75	0.92
7	0.909091	0.625	0.88
8	0.909091	0.625	0.88
9	0.909091	0.625	0.8
10	0.909091	0.625	0.88
11	0.909091	0.625	0.88
12	0.909091	0.75	0.96
13	0.909091	0.625	0.92
14	0.909091	0.625	0.92
15	0.909091	0.625	0.88
16	1	0.75	0.88
17	1	0.875	0.96
18	0.909091	0.75	0.92
19	1	0.75	0.92
20	1	0.625	0.8
21	0.909091	0.75	0.92
22	1	0.875	0.96
23	1	0.75	0.92
24	0.909091	0.75	0.88
25	0.909091	0.875	0.96
26	0.909091	0.75	0.92
27	0.909091	0.75	0.88
28	1	1	1
29	1	0.875	0.92
30	1	0.875	0.92
31	1	0.875	0.96
32	0.909091	0.875	0.96
33	0.909091	0.75	0.88
34	0.909091	0.75	0.92
35	0.909091	0.75	0.88
36	1	0.75	0.84
37	1	0.75	0.92
38	0.909091	0.75	0.88
39	1	0.875	0.96
40	1	0.875	0.92
41	0.909091	0.75	0.88
42	1	0.75	0.92
43	1	0.75	0.84
44	1	0.75	0.88
45	1	0.75	0.88
46	1	0.75	0.88
47	1	0.75	0.84
48	1	0.75	0.8
49	1	0.625	0.88
50	1	0.625	0.84
51	1	0.625	0.8
52	0.909091	0.625	0.8
53	0.909091	0.625	0.84
54	0.909091	0.625	0.76
55	0.909091	0.625	0.84
56	1	0.625	0.8
57	0.909091	0.625	0.8
58	0.909091	0.625	0.76
59	1	0.625	0.68
