solution	ancestral	parental	incomparable
0	0.9	0.75	0.961538
1	0.9	0.75	0.961538
2	0.9	0.75	0.961538
3	0.9	0.75	0.961538
4	0.9	0.875	1
5	0.9	0.625	0.923077
6	0.9	0.625	0.923077
7	0.9	0.75	0.961538
8	0.9	0.625	0.923077
9	0.9	0.625	0.884615
10	0.9	0.75	0.961538
11	0.9	0.625	0.923077
12	0.9	0.625	0.884615
13	1	0.875	0.961538
14	1	1	1
15	1	0.875	0.961538
16	1	0.875	0.961538
17	1	0.75	0.923077
18	1	0.75	0.923077
19	1	0.75	0.923077
20	1	0.875	0.961538
21	1	0.75	0.923077
22	1	0.75	0.884615
23	1	0.875	0.961538
24	1	0.875	0.961538
25	1	0.75	0.884615
26	0.9	0.625	0.884615
27	0.9	0.625	0.923077
28	1	0.75	0.884615
29	1	0.75	0.923077
30	0.9	0.75	0.961538
31	0.9	0.75	0.961538
32	0.9	0.75	0.961538
33	1	0.875	0.961538
34	1	0.875	0.961538
35	1	0.875	0.961538
36	0.9	0.625	0.923077
37	0.9	0.625	0.884615
38	1	0.75	0.923077
39	1	0.75	0.884615
40	0.9	0.625	0.923077
41	0.9	0.625	0.923077
42	0.9	0.625	0.923077
43	0.9	0.625	0.884615
44	0.9	0.625	0.923077
45	0.9	0.625	0.923077
46	0.9	0.625	0.923077
47	0.9	0.625	0.884615
48	0.9	0.625	0.884615
49	1	0.75	0.923077
50	1	0.75	0.923077
51	1	0.75	0.884615
52	1	0.75	0.923077
53	1	0.75	0.923077
54	1	0.75	0.923077
55	1	0.75	0.884615
56	1	0.75	0.884615
57	1	0.75	0.923077
58	0.9	0.5	0.846154
59	0.9	0.5	0.846154
60	0.9	0.5	0.846154
61	0.9	0.5	0.846154
62	0.9	0.5	0.769231
63	0.9	0.5	0.846154
64	0.9	0.5	0.846154
65	0.9	0.5	0.769231
66	1	0.625	0.846154
67	1	0.625	0.846154
68	1	0.625	0.769231
69	1	0.625	0.846154
70	1	0.625	0.846154
71	1	0.625	0.846154
72	1	0.625	0.846154
73	1	0.625	0.769231
74	1	0.875	0.961538
75	0.9	0.75	0.961538
76	0.9	0.625	0.923077
77	0.9	0.625	0.923077
78	0.9	0.625	0.923077
79	1	0.75	0.923077
80	1	0.75	0.923077
81	1	0.75	0.923077
82	0.9	0.625	0.923077
83	0.9	0.5	0.846154
84	0.9	0.5	0.884615
85	1	0.75	0.923077
86	1	0.625	0.884615
87	1	0.625	0.846154
88	0.9	0.625	0.923077
89	0.9	0.5	0.884615
90	0.9	0.5	0.846154
91	1	0.75	0.923077
92	1	0.625	0.884615
93	1	0.625	0.846154
94	0.9	0.625	0.923077
95	0.9	0.75	0.961538
96	0.9	0.625	0.923077
97	0.9	0.625	0.884615
98	0.9	0.625	0.884615
99	0.9	0.625	0.923077
100	0.9	0.625	0.923077
101	0.9	0.625	0.884615
102	0.9	0.625	0.884615
103	0.9	0.75	0.961538
104	0.9	0.75	0.923077
105	0.9	0.75	0.961538
106	0.9	0.75	0.961538
107	0.9	0.625	0.884615
108	0.9	0.625	0.923077
109	0.9	0.625	0.923077
110	0.9	0.625	0.884615
111	0.9	0.625	0.923077
112	0.9	0.625	0.923077
113	0.9	0.625	0.923077
114	0.9	0.625	0.884615
115	0.9	0.625	0.884615
116	0.9	0.625	0.923077
117	0.9	0.625	0.884615
118	0.9	0.625	0.884615
119	0.9	0.5	0.769231
120	0.9	0.5	0.846154
121	0.9	0.5	0.807692
122	0.9	0.5	0.846154
123	0.9	0.5	0.846154
124	0.9	0.5	0.846154
125	0.9	0.5	0.846154
126	0.9	0.5	0.846154
127	0.9	0.5	0.846154
128	0.9	0.5	0.846154
129	0.9	0.5	0.769231
130	0.9	0.5	0.807692
131	1	0.625	0.846154
132	1	0.75	0.884615
133	1	0.75	0.884615
134	1	0.625	0.846154
135	1	0.75	0.923077
136	1	0.75	0.923077
137	1	0.625	0.846154
138	1	0.75	0.884615
139	1	0.75	0.923077
140	1	0.75	0.923077
141	1	0.75	0.884615
142	1	0.875	0.961538
143	1	0.75	0.923077
144	1	0.75	0.923077
145	1	0.875	0.961538
146	1	0.875	0.961538
147	1	0.875	0.923077
148	1	0.875	0.961538
149	1	0.75	0.884615
150	1	0.75	0.884615
151	1	0.75	0.923077
152	1	0.75	0.923077
153	1	0.625	0.846154
154	1	0.625	0.769231
155	1	0.625	0.807692
156	1	0.625	0.846154
157	1	0.625	0.846154
158	1	0.625	0.846154
159	1	0.625	0.846154
160	1	0.625	0.807692
161	1	0.625	0.769231
162	1	0.75	0.923077
163	1	0.75	0.884615
164	1	0.75	0.884615
165	1	0.75	0.884615
166	1	0.75	0.923077
167	1	0.75	0.884615
168	0.9	0.5	0.846154
169	0.9	0.5	0.846154
170	0.9	0.5	0.884615
171	0.9	0.5	0.846154
172	0.9	0.5	0.846154
173	0.9	0.5	0.846154
174	0.9	0.5	0.807692
175	0.9	0.5	0.884615
176	0.9	0.5	0.846154
177	0.9	0.5	0.884615
178	0.9	0.5	0.846154
179	0.9	0.5	0.846154
180	0.9	0.5	0.769231
181	0.9	0.625	0.884615
182	0.9	0.5	0.846154
183	0.9	0.625	0.923077
184	0.9	0.5	0.884615
185	0.9	0.625	0.884615
186	0.9	0.5	0.846154
187	0.9	0.625	0.923077
188	0.9	0.625	0.923077
189	0.9	0.5	0.846154
190	0.9	0.625	0.884615
191	0.9	0.5	0.846154
192	0.9	0.625	0.923077
193	0.9	0.625	0.884615
194	0.9	0.625	0.923077
195	0.9	0.625	0.923077
196	0.9	0.5	0.884615
197	0.9	0.5	0.846154
198	0.9	0.5	0.846154
199	0.9	0.5	0.846154
200	0.9	0.625	0.923077
201	0.9	0.625	0.923077
202	0.9	0.625	0.923077
203	0.9	0.5	0.846154
204	0.9	0.625	0.923077
205	0.9	0.625	0.884615
206	0.9	0.625	0.884615
207	0.9	0.625	0.923077
208	0.9	0.625	0.923077
209	0.9	0.625	0.923077
210	0.9	0.5	0.807692
211	0.9	0.5	0.769231
212	0.9	0.625	0.884615
213	0.9	0.625	0.884615
214	1	0.75	0.923077
215	1	0.625	0.884615
216	1	0.75	0.923077
217	1	0.75	0.923077
218	1	0.625	0.846154
219	1	0.625	0.884615
220	1	0.625	0.846154
221	1	0.75	0.923077
222	1	0.75	0.884615
223	1	0.75	0.884615
224	1	0.75	0.923077
225	1	0.75	0.923077
226	1	0.75	0.884615
227	1	0.75	0.923077
228	1	0.75	0.884615
229	1	0.75	0.923077
230	1	0.75	0.923077
231	1	0.75	0.923077
232	1	0.75	0.923077
233	1	0.75	0.884615
234	1	0.75	0.884615
235	1	0.75	0.923077
236	1	0.75	0.923077
237	1	0.75	0.884615
238	1	0.75	0.884615
239	1	0.625	0.846154
240	1	0.625	0.884615
241	1	0.625	0.846154
242	1	0.625	0.846154
243	1	0.625	0.884615
244	1	0.625	0.846154
245	1	0.625	0.846154
246	1	0.625	0.846154
247	1	0.625	0.884615
248	1	0.625	0.846154
249	1	0.625	0.846154
250	1	0.625	0.846154
251	1	0.625	0.846154
252	1	0.625	0.769231
253	1	0.625	0.846154
254	1	0.625	0.807692
255	1	0.625	0.846154
256	1	0.625	0.846154
257	1	0.625	0.846154
258	1	0.625	0.769231
259	1	0.625	0.807692
260	0.9	0.5	0.846154
261	0.9	0.5	0.884615
262	0.9	0.5	0.846154
263	0.9	0.5	0.884615
264	0.9	0.5	0.846154
265	0.9	0.5	0.846154
266	0.9	0.5	0.846154
267	0.9	0.5	0.769231
268	0.9	0.5	0.807692
269	0.9	0.5	0.846154
270	0.9	0.5	0.846154
271	0.9	0.5	0.884615
272	0.9	0.5	0.846154
273	0.9	0.5	0.846154
274	0.9	0.5	0.884615
275	0.9	0.5	0.884615
276	0.9	0.5	0.846154
277	0.9	0.5	0.884615
278	0.9	0.5	0.846154
279	0.9	0.5	0.846154
280	0.9	0.5	0.846154
281	0.9	0.5	0.884615
282	0.9	0.5	0.846154
283	0.9	0.5	0.846154
284	0.9	0.5	0.846154
285	0.9	0.5	0.807692
286	0.9	0.5	0.846154
287	0.9	0.5	0.846154
288	0.9	0.5	0.846154
289	0.9	0.5	0.884615
290	0.9	0.5	0.769231
291	0.9	0.5	0.846154
292	0.9	0.5	0.846154
293	0.9	0.5	0.846154
294	0.9	0.5	0.846154
295	0.9	0.5	0.846154
296	0.9	0.5	0.807692
297	0.9	0.5	0.769231
298	1	0.625	0.846154
299	1	0.625	0.846154
300	1	0.625	0.846154
301	1	0.625	0.846154
302	1	0.625	0.769231
303	1	0.625	0.807692
304	1	0.625	0.884615
305	1	0.625	0.884615
306	1	0.625	0.884615
307	1	0.625	0.846154
308	1	0.625	0.846154
309	1	0.625	0.846154
310	1	0.625	0.846154
311	1	0.625	0.846154
312	1	0.625	0.846154
313	1	0.625	0.846154
314	1	0.625	0.884615
315	1	0.625	0.884615
316	1	0.625	0.846154
317	1	0.625	0.884615
318	1	0.625	0.884615
319	1	0.625	0.846154
320	1	0.625	0.884615
321	1	0.625	0.846154
322	1	0.625	0.846154
323	1	0.625	0.846154
324	1	0.625	0.846154
325	1	0.625	0.846154
326	1	0.625	0.807692
327	1	0.625	0.846154
328	1	0.625	0.846154
329	1	0.625	0.769231
330	1	0.625	0.846154
331	1	0.625	0.846154
332	1	0.625	0.846154
333	1	0.625	0.807692
334	1	0.625	0.846154
335	1	0.625	0.769231
336	0.9	0.375	0.769231
337	0.9	0.375	0.769231
338	0.9	0.375	0.730769
339	1	0.5	0.769231
340	1	0.5	0.730769
341	1	0.5	0.769231
342	1	0.5	0.769231
343	0.9	0.375	0.769231
344	0.9	0.375	0.730769
345	0.9	0.375	0.769231
346	1	0.5	0.730769
347	1	0.5	0.769231
348	0.9	0.375	0.730769
349	0.9	0.375	0.769231
350	0.9	0.375	0.769231
351	1	0.5	0.769231
352	1	0.5	0.730769
353	1	0.5	0.769231
354	1	0.5	0.730769
355	1	0.5	0.769231
356	1	0.5	0.769231
357	1	0.5	0.807692
358	1	0.5	0.730769
359	1	0.5	0.730769
360	1	0.5	0.692308
361	1	0.5	0.615385
362	1	0.5	0.769231
363	1	0.5	0.769231
364	1	0.5	0.769231
365	1	0.5	0.769231
366	1	0.5	0.730769
367	1	0.5	0.730769
368	1	0.5	0.692308
369	1	0.5	0.615385
370	0.9	0.375	0.769231
371	0.9	0.375	0.769231
372	0.9	0.375	0.769231
373	0.9	0.375	0.730769
374	0.9	0.375	0.730769
375	0.9	0.375	0.769231
376	0.9	0.375	0.769231
377	0.9	0.375	0.807692
378	0.9	0.375	0.769231
379	0.9	0.375	0.730769
380	0.9	0.375	0.730769
381	0.9	0.375	0.692308
382	0.9	0.375	0.615385
383	0.9	0.375	0.692308
384	0.9	0.375	0.730769
385	0.9	0.375	0.615385
