solution	ancestral	parental	incomparable
0	0.818182	0.625	0.96
1	0.818182	0.625	0.96
2	0.818182	0.75	1
3	0.909091	0.75	0.96
4	0.818182	0.625	0.92
5	0.909091	0.625	0.92
6	0.818182	0.625	0.92
7	0.818182	0.625	0.88
8	0.909091	0.875	1
9	0.818182	0.75	0.96
10	0.818182	0.75	0.92
11	0.818182	0.75	0.96
12	0.818182	0.75	0.96
13	0.818182	0.625	0.88
14	0.909091	0.75	0.96
15	0.818182	0.625	0.92
16	0.818182	0.625	0.88
17	0.909091	0.75	0.96
18	0.909091	0.75	0.96
19	0.909091	0.875	1
20	0.818182	0.75	0.96
21	0.818182	0.75	0.96
22	0.818182	0.75	0.92
23	0.818182	0.75	0.96
24	0.818182	0.75	0.96
25	0.818182	0.75	0.96
26	0.818182	0.625	0.92
27	0.818182	0.625	0.92
28	0.818182	0.625	0.92
29	0.818182	0.625	0.92
30	0.818182	0.625	0.92
31	0.818182	0.625	0.88
32	0.909091	0.625	0.92
33	0.818182	0.625	0.92
34	0.818182	0.625	0.92
35	0.818182	0.625	0.88
36	0.818182	0.625	0.88
37	0.818182	0.75	0.92
38	0.818182	0.75	0.88
39	0.909091	0.875	0.96
40	0.818182	0.75	0.92
41	0.818182	0.625	0.88
42	0.909091	0.75	0.92
43	0.909091	0.625	0.88
44	0.818182	0.625	0.84
45	0.909091	0.75	0.92
46	0.818182	0.625	0.84
47	0.818182	0.625	0.84
48	0.818182	0.75	0.92
49	0.818182	0.75	0.92
50	0.818182	0.75	0.88
51	0.909091	0.875	0.96
52	0.818182	0.75	0.92
53	0.818182	0.75	0.88
54	0.818182	0.75	0.92
55	0.818182	0.75	0.92
56	0.818182	0.75	0.92
57	0.818182	0.75	0.88
58	0.909091	0.875	0.96
59	0.818182	0.75	0.88
60	0.818182	0.75	0.92
61	0.818182	0.75	0.88
62	0.909091	0.875	0.96
63	0.909091	0.875	0.96
64	1	0.875	0.96
65	0.909091	0.875	0.96
66	1	1	1
67	0.909091	0.875	0.92
68	0.818182	0.75	0.92
69	0.909091	0.875	0.96
70	0.818182	0.75	0.92
71	0.818182	0.75	0.88
72	0.818182	0.75	0.88
73	0.818182	0.75	0.88
74	0.909091	0.875	0.92
75	0.818182	0.75	0.88
76	0.818182	0.75	0.8
77	1	0.875	0.96
78	1	0.75	0.92
79	1	0.75	0.92
80	0.909091	0.75	0.88
81	0.909091	0.75	0.92
82	0.909091	0.75	0.88
83	0.909091	0.75	0.92
84	1	0.75	0.92
85	0.909091	0.75	0.88
86	0.909091	0.75	0.92
87	0.818182	0.625	0.88
88	0.818182	0.625	0.84
89	0.818182	0.625	0.88
90	0.909091	0.625	0.88
91	0.818182	0.625	0.84
92	0.909091	0.75	0.92
93	0.818182	0.625	0.84
94	0.818182	0.625	0.88
95	0.818182	0.625	0.84
96	0.909091	0.75	0.92
97	0.818182	0.625	0.88
98	0.818182	0.625	0.84
99	0.909091	0.625	0.88
100	0.818182	0.625	0.84
101	0.909091	0.75	0.92
102	0.818182	0.625	0.88
103	0.818182	0.625	0.84
104	0.818182	0.625	0.84
105	0.909091	0.625	0.88
106	1	0.625	0.88
107	0.909091	0.625	0.84
108	1	0.75	0.92
109	0.909091	0.75	0.88
110	1	0.625	0.84
111	0.909091	0.625	0.88
112	0.909091	0.625	0.84
113	0.818182	0.625	0.84
114	0.818182	0.625	0.76
115	0.909091	0.75	0.88
116	0.818182	0.625	0.76
117	0.818182	0.625	0.84
118	0.818182	0.625	0.8
119	0.818182	0.625	0.84
120	0.818182	0.625	0.8
121	0.909091	0.75	0.88
122	0.818182	0.625	0.8
123	0.818182	0.625	0.76
