solution	ancestral	parental	incomparable
0	1	1	1
1	1	0.875	0.961538
2	1	0.875	0.961538
3	0.9	0.875	1
4	0.9	0.75	0.961538
5	0.9	0.75	0.961538
6	1	0.75	0.923077
7	1	0.875	0.961538
8	0.9	0.75	0.961538
9	0.9	0.625	0.923077
10	0.9	0.625	0.923077
11	1	0.75	0.923077
12	0.9	0.625	0.884615
13	1	0.75	0.884615
14	1	0.875	0.961538
15	1	0.875	0.961538
16	1	0.75	0.923077
17	1	0.75	0.884615
18	0.9	0.625	0.923077
19	0.9	0.75	0.961538
20	0.9	0.75	0.961538
21	0.9	0.625	0.884615
22	0.9	0.625	0.923077
23	0.9	0.75	0.961538
24	0.9	0.625	0.923077
25	0.9	0.75	0.961538
26	0.9	0.75	0.961538
27	0.9	0.75	0.961538
28	0.9	0.75	0.923077
29	0.9	0.625	0.923077
30	0.9	0.625	0.923077
31	0.9	0.625	0.923077
32	0.9	0.625	0.884615
33	0.9	0.625	0.884615
34	0.9	0.625	0.884615
35	0.9	0.625	0.884615
36	0.9	0.625	0.923077
37	1	0.75	0.923077
38	1	0.875	0.961538
39	1	0.75	0.923077
40	1	0.875	0.961538
41	1	0.75	0.923077
42	1	0.75	0.923077
43	1	0.875	0.961538
44	1	0.875	0.961538
45	1	0.875	0.923077
46	1	0.75	0.884615
47	1	0.75	0.923077
48	1	0.75	0.884615
49	1	0.75	0.923077
50	1	0.75	0.884615
51	1	0.75	0.884615
52	0.9	0.625	0.884615
53	0.9	0.625	0.884615
54	0.9	0.625	0.923077
55	0.9	0.625	0.923077
56	0.9	0.625	0.884615
57	0.9	0.625	0.884615
58	0.9	0.625	0.923077
59	0.9	0.625	0.923077
60	0.9	0.625	0.923077
61	0.9	0.625	0.923077
62	0.9	0.625	0.884615
63	0.9	0.625	0.923077
64	0.9	0.625	0.884615
65	0.9	0.625	0.923077
66	0.9	0.5	0.846154
67	0.9	0.5	0.846154
68	0.9	0.5	0.884615
69	0.9	0.5	0.884615
70	0.9	0.5	0.846154
71	0.9	0.5	0.846154
72	0.9	0.5	0.884615
73	0.9	0.5	0.846154
74	0.9	0.5	0.884615
75	0.9	0.5	0.846154
76	0.9	0.5	0.846154
77	0.9	0.5	0.846154
78	0.9	0.5	0.884615
79	0.9	0.5	0.846154
80	0.9	0.5	0.884615
81	0.9	0.5	0.846154
82	0.9	0.5	0.846154
83	0.9	0.5	0.807692
84	0.9	0.5	0.769231
85	0.9	0.5	0.846154
86	0.9	0.5	0.846154
87	0.9	0.5	0.769231
88	0.9	0.5	0.807692
89	1	0.625	0.884615
90	1	0.625	0.846154
91	1	0.625	0.884615
92	1	0.625	0.846154
93	1	0.625	0.884615
94	1	0.625	0.846154
95	1	0.625	0.846154
96	1	0.625	0.846154
97	1	0.625	0.884615
98	1	0.625	0.846154
99	1	0.625	0.807692
100	1	0.625	0.846154
101	1	0.625	0.846154
102	1	0.625	0.769231
103	1	0.75	0.923077
104	1	0.75	0.923077
105	1	0.75	0.923077
106	1	0.75	0.923077
107	1	0.75	0.884615
108	1	0.75	0.884615
109	1	0.75	0.923077
110	1	0.75	0.923077
111	1	0.75	0.884615
112	1	0.75	0.923077
113	1	0.75	0.884615
114	1	0.75	0.923077
115	1	0.75	0.884615
116	1	0.75	0.884615
117	1	0.625	0.884615
118	1	0.625	0.846154
119	1	0.625	0.846154
120	1	0.625	0.807692
121	1	0.625	0.769231
122	1	0.625	0.846154
123	1	0.625	0.884615
124	1	0.625	0.846154
125	1	0.625	0.846154
