solution	ancestral	parental	incomparable
0	0.909091	0.75	0.96
1	0.909091	0.875	1
2	0.909091	0.75	0.96
3	0.909091	0.75	0.96
4	0.909091	0.75	0.92
5	0.909091	0.75	0.96
6	1	0.875	0.96
7	0.909091	0.75	0.92
8	1	0.75	0.92
9	0.909091	0.75	0.92
10	1	0.875	0.96
11	1	0.75	0.92
12	0.909091	0.75	0.88
13	0.909091	0.875	0.96
14	0.909091	0.75	0.92
15	0.909091	0.75	0.88
16	1	1	1
17	1	0.875	0.92
18	1	0.875	0.92
19	1	0.875	0.96
20	0.909091	0.875	0.96
21	0.909091	0.75	0.88
22	0.909091	0.75	0.92
23	0.909091	0.75	0.88
24	1	0.75	0.84
25	1	0.75	0.92
