solution	ancestral	parental	incomparable
0	0.818182	0.625	0.96
1	0.818182	0.625	0.96
2	0.909091	0.75	0.96
3	0.909091	0.75	0.96
4	0.909091	0.625	0.92
5	0.818182	0.625	0.92
6	0.818182	0.625	0.92
7	0.818182	0.625	0.92
8	0.818182	0.625	0.88
9	0.818182	0.75	0.92
10	0.818182	0.75	0.96
11	0.818182	0.75	0.96
12	0.909091	0.875	1
13	0.818182	0.75	0.96
14	0.818182	0.75	0.96
15	0.818182	0.625	0.92
16	0.909091	0.75	0.96
17	0.818182	0.625	0.88
18	0.818182	0.625	0.88
19	0.818182	0.625	0.92
20	1	1	1
21	0.909091	0.875	0.96
22	0.909091	0.875	0.96
23	0.909091	0.875	0.92
24	0.909091	0.875	0.96
25	0.909091	0.875	0.96
26	0.909091	0.75	0.92
27	0.909091	0.75	0.92
28	1	0.75	0.92
29	0.909091	0.75	0.92
30	0.909091	0.75	0.88
31	0.909091	0.75	0.92
32	1	0.875	0.96
33	0.909091	0.75	0.88
34	0.909091	0.75	0.88
35	0.909091	0.75	0.92
