solution	ancestral	parental	incomparable
0	0.8	0.625	0.923077
1	0.8	0.75	0.961538
2	0.8	0.625	0.923077
3	0.8	0.5	0.884615
4	0.8	0.5	0.884615
5	0.8	0.625	0.923077
6	0.8	0.5	0.846154
7	0.8	0.625	0.923077
8	0.8	0.625	0.923077
9	0.9	0.875	0.961538
10	0.9	0.75	0.923077
11	0.9	0.75	0.923077
12	0.9	0.75	0.923077
13	0.9	0.75	0.884615
14	0.8	0.625	0.884615
15	0.9	0.5	0.846154
16	0.8	0.625	0.884615
17	0.8	0.75	0.923077
18	0.8	0.625	0.846154
19	0.9	0.625	0.884615
20	0.9	0.5	0.769231
21	0.8	0.625	0.923077
22	0.8	0.625	0.923077
23	0.8	0.625	0.923077
24	0.8	0.5	0.884615
25	0.8	0.5	0.846154
26	0.9	0.5	0.769231
27	0.9	0.75	0.923077
28	0.8	0.625	0.884615
29	0.9	0.75	0.884615
30	0.9	0.75	0.923077
31	0.8	0.625	0.846154
32	0.8	0.5	0.846154
33	0.8	0.5	0.884615
34	0.8	0.5	0.884615
35	0.8	0.5	0.884615
36	0.8	0.5	0.846154
37	0.8	0.375	0.807692
38	0.8	0.5	0.884615
39	0.8	0.5	0.884615
40	0.8	0.375	0.807692
41	0.8	0.5	0.884615
42	0.8	0.375	0.807692
43	0.8	0.375	0.769231
44	0.8	0.375	0.730769
45	0.8	0.5	0.846154
46	0.8	0.5	0.884615
47	0.8	0.5	0.884615
48	0.9	0.625	0.884615
49	0.9	0.625	0.846154
50	0.9	0.625	0.846154
51	0.9	0.625	0.884615
52	0.8	0.5	0.807692
53	0.8	0.5	0.730769
54	0.8	0.5	0.846154
55	0.8	0.5	0.807692
56	0.8	0.5	0.807692
57	0.9	0.625	0.846154
58	0.9	0.625	0.884615
59	0.9	0.625	0.846154
60	0.9	0.625	0.846154
61	0.9	0.625	0.769231
62	0.9	0.625	0.846154
63	0.9	0.375	0.615385
64	0.8	0.625	0.961538
65	0.9	0.625	0.923077
66	0.9	0.875	1
67	0.8	0.75	0.961538
68	0.8	0.5	0.923077
69	0.8	0.625	0.961538
70	0.9	0.5	0.884615
71	0.9	0.75	0.961538
72	0.8	0.625	0.923077
73	0.9	0.75	0.961538
74	0.9	0.75	0.961538
75	0.9	0.75	0.923077
76	0.8	0.5	0.923077
77	0.8	0.5	0.884615
78	0.9	0.5	0.807692
79	0.8	0.625	0.923077
80	0.8	0.625	0.961538
81	0.8	0.625	0.961538
82	0.8	0.625	0.961538
83	0.8	0.625	0.884615
84	0.8	0.625	0.961538
85	0.8	0.5	0.923077
86	0.8	0.625	0.961538
87	0.8	0.625	0.961538
88	0.8	0.5	0.884615
89	0.8	0.5	0.923077
90	0.8	0.5	0.923077
91	0.8	0.5	0.923077
92	0.8	0.5	0.923077
93	0.8	0.5	0.923077
94	0.8	0.5	0.923077
95	0.8	0.5	0.884615
96	0.8	0.5	0.923077
97	0.8	0.5	0.923077
98	0.8	0.5	0.884615
99	0.8	0.5	0.884615
100	0.8	0.375	0.846154
101	0.8	0.375	0.846154
102	0.8	0.375	0.846154
103	0.8	0.375	0.807692
104	0.8	0.375	0.769231
105	0.9	0.75	0.961538
106	0.8	0.625	0.923077
107	0.9	0.75	0.961538
108	0.8	0.625	0.884615
109	0.9	0.75	0.923077
110	0.9	0.5	0.807692
111	0.8	0.5	0.769231
112	0.8	0.5	0.846154
113	0.8	0.5	0.884615
114	0.8	0.5	0.846154
115	0.8	0.5	0.846154
116	0.9	0.625	0.923077
117	0.9	0.625	0.884615
118	0.9	0.625	0.884615
119	0.9	0.625	0.884615
120	0.9	0.625	0.923077
121	0.9	0.625	0.884615
122	0.9	0.625	0.923077
123	0.9	0.625	0.884615
124	0.9	0.625	0.884615
125	0.9	0.625	0.807692
126	0.9	0.375	0.653846
127	0.9	0.75	0.884615
128	0.9	0.75	0.923077
129	0.9	0.875	0.961538
130	0.9	0.75	0.923077
131	0.9	0.75	0.884615
132	0.9	0.625	0.769231
133	0.9	0.625	0.846154
134	0.9	0.625	0.846154
135	0.9	0.625	0.884615
136	0.9	0.625	0.846154
137	0.9	0.75	0.923077
138	0.8	0.625	0.923077
139	0.8	0.75	0.961538
140	0.8	0.625	0.923077
141	0.8	0.625	0.923077
142	0.8	0.75	0.923077
143	0.8	0.625	0.884615
144	0.8	0.625	0.846154
145	0.8	0.5	0.884615
146	0.8	0.625	0.923077
147	0.8	0.5	0.884615
148	0.8	0.5	0.884615
149	0.8	0.5	0.884615
150	0.8	0.5	0.846154
151	0.8	0.5	0.884615
152	0.8	0.5	0.846154
153	0.8	0.5	0.884615
154	0.8	0.625	0.923077
155	0.8	0.5	0.884615
156	0.8	0.5	0.884615
157	0.8	0.5	0.846154
158	0.8	0.625	0.923077
159	0.8	0.625	0.923077
160	0.8	0.625	0.846154
161	0.8	0.625	0.884615
162	0.8	0.625	0.884615
163	0.8	0.5	0.807692
164	0.8	0.5	0.846154
165	0.8	0.5	0.807692
166	0.8	0.5	0.807692
167	0.8	0.5	0.730769
168	0.9	0.5	0.807692
169	0.9	0.5	0.846154
170	0.9	0.625	0.884615
171	0.9	0.625	0.884615
172	0.9	0.75	0.923077
173	0.9	0.625	0.884615
174	0.8	0.5	0.807692
175	0.8	0.5	0.807692
176	0.8	0.5	0.769231
177	0.9	0.5	0.769231
178	0.8	0.625	0.846154
179	0.8	0.625	0.884615
180	0.8	0.5	0.730769
181	0.9	0.625	0.807692
182	0.8	0.625	0.846154
183	0.8	0.75	0.923077
184	0.8	0.75	0.923077
185	0.8	0.625	0.884615
186	0.8	0.625	0.846154
187	0.9	0.5	0.769231
188	0.8	0.5	0.769231
189	0.9	0.5	0.653846
190	0.9	0.625	0.807692
191	0.8	0.625	0.846154
192	0.8	0.625	0.846154
193	1	0.75	0.884615
194	1	0.875	0.961538
195	1	0.75	0.923077
196	0.9	0.75	0.961538
197	0.9	0.625	0.923077
198	0.9	0.625	0.923077
199	0.9	0.75	0.923077
200	1	0.75	0.923077
201	0.9	0.75	0.884615
202	0.9	0.625	0.769231
203	1	0.625	0.846154
204	0.9	0.625	0.846154
205	0.9	0.625	0.846154
206	1	0.625	0.884615
207	1	0.625	0.884615
208	1	0.625	0.884615
209	0.9	0.625	0.846154
210	0.9	0.5	0.884615
211	0.8	0.5	0.884615
212	0.9	0.5	0.884615
213	0.8	0.5	0.846154
214	0.9	0.5	0.884615
215	0.8	0.5	0.884615
216	0.9	0.625	0.923077
217	0.9	0.5	0.884615
218	0.8	0.625	0.923077
219	0.8	0.625	0.923077
220	0.8	0.5	0.846154
221	0.9	0.875	0.961538
222	0.9	0.75	0.923077
