solution	ancestral	parental	incomparable
0	1	0.75	0.884615
1	1	0.875	0.961538
2	1	0.75	0.923077
3	0.9	0.75	0.961538
4	0.9	0.625	0.923077
5	0.9	0.625	0.923077
6	0.9	0.875	1
7	0.9	0.75	0.961538
8	0.9	0.75	0.961538
9	0.9	0.75	0.961538
10	1	0.875	0.961538
11	1	1	1
12	1	0.875	0.961538
13	1	0.875	0.923077
14	1	0.75	0.884615
15	1	0.75	0.884615
16	1	0.75	0.923077
17	1	0.875	0.961538
18	1	0.75	0.884615
19	1	0.75	0.884615
20	1	0.875	0.961538
21	1	0.75	0.884615
22	1	0.875	0.923077
23	1	0.75	0.807692
24	0.9	0.625	0.884615
25	0.9	0.75	0.961538
26	0.9	0.625	0.923077
27	0.9	0.625	0.923077
28	0.9	0.625	0.923077
29	0.9	0.625	0.884615
30	0.9	0.75	0.961538
31	0.9	0.625	0.923077
32	0.9	0.625	0.923077
33	0.9	0.625	0.884615
34	0.9	0.75	0.961538
