solution	ancestral	parental	incomparable
0	0.818182	0.625	0.96
1	0.818182	0.5	0.88
2	0.818182	0.5	0.92
3	0.818182	0.625	0.96
4	0.818182	0.5	0.92
5	0.818182	0.625	0.96
6	0.818182	0.625	0.96
7	0.818182	0.625	0.96
8	0.818182	0.5	0.88
9	0.909091	0.625	0.92
10	0.909091	0.75	0.96
11	0.909091	0.75	0.96
12	0.909091	0.625	0.92
13	0.909091	0.75	0.96
14	0.909091	0.75	0.96
15	0.909091	0.75	0.96
16	0.909091	0.625	0.88
17	0.909091	0.625	0.88
18	0.818182	0.5	0.8
19	0.818182	0.5	0.84
20	0.818182	0.5	0.84
21	0.909091	0.5	0.8
22	0.909091	0.625	0.92
23	0.909091	0.5	0.88
24	0.818182	0.625	0.92
25	0.818182	0.625	0.92
26	0.818182	0.625	0.92
27	0.818182	0.625	0.88
28	0.818182	0.5	0.84
29	0.818182	0.5	0.88
30	0.818182	0.5	0.84
31	0.818182	0.5	0.88
32	0.818182	0.75	0.92
33	0.818182	0.75	0.96
34	0.818182	0.75	0.96
35	0.909091	0.875	1
36	0.818182	0.75	0.96
37	0.818182	0.75	0.96
38	0.818182	0.625	0.92
39	0.818182	0.625	0.92
40	0.818182	0.625	0.92
41	0.818182	0.625	0.92
42	0.818182	0.625	0.88
43	0.818182	0.625	0.88
44	0.818182	0.625	0.92
45	0.909091	0.75	0.96
46	0.909091	0.625	0.92
47	0.818182	0.625	0.92
48	0.818182	0.625	0.92
49	0.818182	0.625	0.88
50	0.818182	0.625	0.88
51	0.909091	0.75	0.96
52	0.818182	0.625	0.92
53	0.818182	0.625	0.88
54	0.818182	0.625	0.92
55	0.818182	0.5	0.84
56	0.818182	0.5	0.88
57	0.909091	0.625	0.88
58	0.909091	0.75	0.96
59	0.818182	0.625	0.88
60	0.818182	0.5	0.8
61	0.818182	0.5	0.84
62	0.818182	0.5	0.84
63	0.909091	0.5	0.88
64	0.818182	0.625	0.88
65	0.818182	0.5	0.76
66	0.818182	0.625	0.92
67	1	1	1
68	0.909091	0.875	0.96
69	0.909091	0.875	0.96
70	0.909091	0.875	0.92
71	0.909091	0.875	0.96
72	0.909091	0.875	0.96
73	0.909091	0.75	0.92
74	0.909091	0.75	0.92
75	1	0.75	0.92
76	0.909091	0.75	0.92
77	0.909091	0.75	0.88
78	0.909091	0.75	0.92
79	1	0.875	0.96
80	0.909091	0.75	0.88
81	0.909091	0.75	0.88
82	0.909091	0.75	0.92
83	0.909091	0.75	0.92
84	0.909091	0.75	0.92
85	0.909091	0.75	0.92
86	0.909091	0.75	0.88
87	1	0.875	0.96
88	0.909091	0.75	0.92
89	0.909091	0.75	0.88
90	0.909091	0.75	0.92
91	0.909091	0.75	0.92
92	0.909091	0.75	0.88
93	1	0.875	0.96
94	0.909091	0.75	0.92
95	0.909091	0.75	0.88
96	1	0.75	0.92
97	0.909091	0.75	0.88
98	0.909091	0.75	0.92
99	0.909091	0.625	0.88
100	0.909091	0.625	0.84
101	0.909091	0.625	0.84
102	0.909091	0.625	0.84
103	0.909091	0.625	0.8
104	0.909091	0.625	0.84
105	0.909091	0.625	0.88
106	1	0.75	0.88
107	1	0.625	0.88
108	0.909091	0.625	0.76
109	0.909091	0.625	0.84
110	1	0.625	0.88
111	0.909091	0.625	0.84
112	0.909091	0.625	0.88
113	0.909091	0.625	0.8
114	0.909091	0.625	0.84
115	1	0.625	0.8
