solution	ancestral	parental	incomparable
0	0.909091	0.75	0.92
1	0.909091	0.75	0.96
2	0.909091	0.875	1
3	1	1	1
4	1	0.875	0.92
5	1	0.875	0.96
6	0.909091	0.75	0.96
7	0.909091	0.75	0.92
8	0.909091	0.75	0.96
9	0.909091	0.75	0.96
10	0.909091	0.75	0.92
11	0.909091	0.75	0.96
12	0.909091	0.625	0.88
13	0.909091	0.625	0.92
14	0.909091	0.625	0.88
15	0.909091	0.625	0.92
16	0.909091	0.625	0.84
17	0.909091	0.625	0.8
18	0.909091	0.625	0.88
19	0.909091	0.625	0.84
20	0.909091	0.625	0.88
21	0.909091	0.625	0.88
22	0.909091	0.625	0.88
23	1	0.875	0.96
24	1	0.875	0.96
25	1	0.875	0.96
26	1	0.875	0.92
27	1	0.875	0.96
28	1	0.875	0.92
29	1	0.75	0.88
30	1	0.75	0.92
31	1	0.75	0.92
32	1	0.75	0.88
33	1	0.75	0.88
34	1	0.75	0.84
35	1	0.75	0.88
36	1	0.75	0.88
37	1	0.75	0.88
38	1	0.75	0.8
39	1	0.75	0.84
