solution	ancestral	parental	incomparable
0	0.818182	0.625	0.96
1	0.818182	0.625	0.96
2	0.818182	0.75	1
3	0.818182	0.625	0.96
4	0.818182	0.5	0.88
5	0.818182	0.625	0.96
6	0.818182	0.625	0.96
7	0.818182	0.625	0.96
8	0.818182	0.5	0.88
9	0.818182	0.5	0.92
10	0.818182	0.5	0.88
11	0.818182	0.5	0.92
12	0.818182	0.375	0.76
13	0.818182	0.5	0.88
14	0.818182	0.5	0.92
15	0.909091	0.75	0.96
16	0.818182	0.625	0.92
17	0.818182	0.625	0.92
18	0.909091	0.625	0.92
19	0.818182	0.625	0.88
20	0.909091	0.625	0.92
21	0.909091	0.5	0.88
22	0.818182	0.5	0.84
23	0.818182	0.5	0.84
24	0.909091	0.625	0.88
25	0.818182	0.5	0.84
26	0.909091	0.5	0.8
27	0.818182	0.5	0.8
28	0.909091	0.75	0.96
29	0.818182	0.625	0.92
30	0.909091	0.625	0.92
31	0.818182	0.625	0.92
32	0.818182	0.625	0.88
33	0.909091	0.625	0.92
34	0.818182	0.5	0.84
35	0.909091	0.5	0.88
36	0.818182	0.5	0.88
37	0.818182	0.5	0.84
38	0.818182	0.5	0.84
39	0.818182	0.625	0.92
40	0.818182	0.5	0.84
41	0.818182	0.5	0.8
42	0.818182	0.625	0.88
43	0.909091	0.5	0.88
44	0.818182	0.5	0.84
45	0.909091	0.5	0.8
46	0.909091	0.5	0.84
47	0.909091	0.625	0.92
48	0.818182	0.625	0.92
49	0.818182	0.375	0.68
50	0.909091	0.375	0.64
51	0.909091	0.5	0.8
52	0.818182	0.5	0.8
53	0.818182	0.5	0.84
54	0.909091	0.875	1
55	0.818182	0.75	0.96
56	0.818182	0.75	0.92
57	0.818182	0.75	0.96
58	0.818182	0.75	0.96
59	0.818182	0.625	0.88
60	0.909091	0.75	0.96
61	0.818182	0.625	0.92
62	0.818182	0.625	0.88
63	0.818182	0.625	0.92
64	0.818182	0.625	0.88
65	0.818182	0.625	0.88
66	0.818182	0.625	0.92
67	0.909091	0.75	0.96
68	0.909091	0.75	0.96
69	0.818182	0.625	0.88
70	0.818182	0.625	0.92
71	0.818182	0.625	0.88
72	0.818182	0.5	0.8
73	0.909091	0.625	0.88
74	0.818182	0.5	0.76
75	0.909091	0.75	0.96
76	0.818182	0.625	0.92
77	0.818182	0.625	0.92
78	0.818182	0.625	0.88
79	0.818182	0.625	0.92
80	0.909091	0.625	0.92
81	0.818182	0.625	0.92
82	0.818182	0.5	0.84
83	0.909091	0.5	0.88
84	0.818182	0.5	0.88
85	0.909091	0.625	0.92
86	0.818182	0.5	0.88
87	0.818182	0.5	0.84
88	0.909091	0.75	0.96
89	0.909091	0.75	0.96
90	0.909091	0.875	1
91	0.818182	0.75	0.96
92	0.818182	0.75	0.96
93	0.818182	0.75	0.92
94	0.818182	0.75	0.96
95	0.818182	0.75	0.96
96	0.818182	0.75	0.96
97	0.818182	0.625	0.92
98	0.818182	0.625	0.92
99	0.818182	0.625	0.92
100	0.818182	0.625	0.92
101	0.818182	0.625	0.92
102	0.818182	0.625	0.88
103	0.909091	0.625	0.92
104	0.818182	0.625	0.92
105	0.818182	0.625	0.92
106	0.818182	0.625	0.88
107	0.818182	0.625	0.88
108	0.818182	0.5	0.88
109	0.909091	0.5	0.88
110	0.818182	0.5	0.84
111	0.818182	0.5	0.84
112	0.909091	0.625	0.92
113	0.818182	0.5	0.88
114	0.818182	0.5	0.88
115	0.818182	0.5	0.84
116	0.909091	0.625	0.88
117	0.909091	0.5	0.8
118	0.818182	0.5	0.84
119	0.818182	0.5	0.84
120	0.818182	0.5	0.8
121	0.909091	0.75	0.96
122	0.818182	0.625	0.92
123	0.818182	0.625	0.92
124	0.818182	0.625	0.88
125	0.818182	0.625	0.92
126	0.818182	0.625	0.92
127	0.818182	0.625	0.88
128	0.818182	0.625	0.92
129	0.818182	0.625	0.92
130	0.909091	0.75	0.96
131	0.818182	0.625	0.92
132	0.818182	0.625	0.88
133	0.818182	0.625	0.88
134	0.818182	0.5	0.84
135	0.818182	0.5	0.84
136	0.818182	0.5	0.76
137	0.818182	0.5	0.8
138	0.909091	0.625	0.88
139	0.818182	0.625	0.92
140	0.818182	0.5	0.84
141	0.909091	0.5	0.8
142	0.818182	0.5	0.84
143	0.818182	0.5	0.8
144	0.818182	0.5	0.84
145	0.818182	0.625	0.92
146	0.909091	0.625	0.92
147	0.818182	0.625	0.88
148	0.818182	0.625	0.92
149	0.818182	0.625	0.92
150	0.909091	0.5	0.88
151	0.909091	0.5	0.84
152	0.818182	0.5	0.84
153	0.818182	0.5	0.84
154	0.818182	0.5	0.88
155	0.818182	0.5	0.88
156	0.818182	0.5	0.84
157	0.818182	0.5	0.84
158	0.909091	0.5	0.8
159	0.818182	0.5	0.84
160	0.818182	0.5	0.8
161	0.818182	0.375	0.72
162	0.909091	0.375	0.64
163	0.818182	0.375	0.68
164	0.818182	0.375	0.72
165	0.818182	0.625	0.88
166	0.818182	0.75	0.92
167	0.818182	0.75	0.88
168	0.909091	0.875	0.96
169	0.818182	0.75	0.92
170	0.909091	0.625	0.88
171	0.818182	0.625	0.84
172	0.818182	0.625	0.88
173	0.909091	0.75	0.92
174	0.909091	0.625	0.88
175	0.818182	0.625	0.84
176	0.909091	0.75	0.92
177	0.818182	0.625	0.84
178	0.818182	0.625	0.84
179	0.909091	0.5	0.76
180	0.818182	0.5	0.76
181	0.818182	0.75	0.92
182	0.818182	0.75	0.92
183	0.818182	0.75	0.88
184	0.909091	0.875	0.96
185	0.818182	0.75	0.92
186	0.818182	0.75	0.88
187	0.818182	0.75	0.92
188	0.818182	0.75	0.92
189	0.818182	0.75	0.92
190	0.818182	0.75	0.88
191	0.909091	0.875	0.96
192	0.818182	0.75	0.88
193	0.818182	0.75	0.92
194	0.818182	0.75	0.88
195	0.909091	0.875	0.96
196	0.909091	0.875	0.96
197	1	0.875	0.96
198	0.909091	0.875	0.96
199	1	1	1
200	0.909091	0.875	0.92
201	0.818182	0.75	0.92
202	0.909091	0.875	0.96
203	0.818182	0.75	0.92
204	0.818182	0.75	0.88
205	0.818182	0.75	0.88
206	0.818182	0.75	0.88
207	0.909091	0.875	0.92
208	0.818182	0.75	0.88
209	0.818182	0.75	0.8
210	1	0.625	0.88
211	0.909091	0.625	0.88
212	0.909091	0.625	0.88
213	1	0.625	0.84
214	0.909091	0.625	0.84
215	0.818182	0.625	0.88
216	0.818182	0.625	0.84
217	0.818182	0.625	0.84
218	0.909091	0.625	0.88
219	0.818182	0.625	0.88
220	0.909091	0.625	0.88
221	0.909091	0.625	0.84
222	0.818182	0.625	0.84
223	0.818182	0.625	0.88
224	0.818182	0.625	0.84
225	0.818182	0.625	0.88
226	0.818182	0.625	0.84
227	0.818182	0.625	0.84
228	0.818182	0.625	0.76
229	1	0.875	0.96
230	1	0.75	0.92
231	1	0.75	0.92
232	0.909091	0.75	0.88
233	0.909091	0.75	0.92
234	0.909091	0.75	0.88
235	0.909091	0.75	0.92
236	1	0.75	0.92
237	0.909091	0.75	0.88
238	0.909091	0.75	0.92
239	0.818182	0.5	0.76
240	0.909091	0.5	0.72
241	0.909091	0.5	0.76
242	0.818182	0.5	0.76
243	0.818182	0.5	0.8
244	1	0.5	0.68
245	1	0.5	0.72
246	0.909091	0.5	0.76
247	0.909091	0.5	0.72
248	0.818182	0.5	0.76
249	0.818182	0.5	0.68
250	0.818182	0.625	0.88
251	0.818182	0.625	0.84
252	0.818182	0.625	0.88
253	0.909091	0.625	0.88
254	0.818182	0.625	0.84
255	0.909091	0.75	0.92
256	0.818182	0.625	0.84
257	0.818182	0.625	0.88
258	0.818182	0.625	0.84
259	0.909091	0.75	0.92
260	0.818182	0.625	0.88
261	0.818182	0.625	0.84
262	0.909091	0.625	0.88
263	0.818182	0.625	0.84
264	0.909091	0.75	0.92
265	0.818182	0.625	0.88
266	0.818182	0.625	0.84
267	0.818182	0.625	0.84
268	0.909091	0.625	0.88
269	1	0.625	0.88
270	0.909091	0.625	0.84
271	1	0.75	0.92
272	0.909091	0.75	0.88
273	1	0.625	0.84
274	0.909091	0.625	0.88
275	0.909091	0.625	0.84
276	0.818182	0.625	0.84
277	0.818182	0.625	0.76
278	0.909091	0.75	0.88
279	0.818182	0.625	0.76
280	0.818182	0.625	0.84
281	0.818182	0.625	0.8
282	0.818182	0.625	0.84
283	0.818182	0.625	0.8
284	0.909091	0.75	0.88
285	0.818182	0.625	0.8
286	0.818182	0.625	0.76
287	0.818182	0.625	0.84
288	0.909091	0.75	0.88
289	0.818182	0.625	0.8
290	0.818182	0.5	0.76
291	0.909091	0.5	0.8
292	1	0.875	0.96
293	0.909091	0.75	0.92
294	0.909091	0.75	0.88
295	0.909091	0.75	0.88
296	0.909091	0.5	0.8
297	0.818182	0.5	0.8
298	0.818182	0.5	0.72
299	0.818182	0.5	0.76
300	0.818182	0.625	0.8
301	0.818182	0.625	0.84
302	0.818182	0.625	0.76
303	0.818182	0.625	0.84
304	0.909091	0.5	0.84
305	1	0.5	0.8
306	0.909091	0.5	0.8
307	1	0.5	0.84
308	0.818182	0.5	0.72
309	0.909091	0.5	0.8
310	0.818182	0.5	0.8
311	0.818182	0.625	0.84
312	0.818182	0.625	0.88
313	0.909091	0.75	0.92
314	0.818182	0.625	0.84
315	0.818182	0.625	0.76
316	0.818182	0.625	0.84
317	0.818182	0.625	0.88
318	0.818182	0.625	0.84
319	0.909091	0.75	0.92
320	0.909091	0.75	0.88
321	1	0.75	0.92
322	0.818182	0.625	0.88
323	0.818182	0.625	0.88
324	0.818182	0.625	0.88
325	0.909091	0.75	0.92
326	0.818182	0.625	0.84
327	0.818182	0.625	0.84
328	0.818182	0.625	0.88
329	0.909091	0.75	0.92
330	0.909091	0.625	0.88
331	0.818182	0.625	0.84
332	0.818182	0.5	0.8
333	0.909091	0.5	0.76
334	0.818182	0.5	0.76
335	0.909091	0.5	0.8
336	0.818182	0.625	0.88
337	0.909091	0.75	0.92
338	0.909091	0.75	0.92
339	0.818182	0.625	0.84
340	0.818182	0.625	0.84
341	0.818182	0.625	0.88
342	0.818182	0.625	0.88
343	0.818182	0.625	0.84
344	0.909091	0.625	0.88
345	0.818182	0.625	0.88
346	0.818182	0.625	0.88
347	0.909091	0.75	0.92
348	0.909091	0.75	0.92
349	0.818182	0.625	0.84
350	0.818182	0.625	0.84
351	0.818182	0.625	0.84
352	0.818182	0.625	0.84
353	0.818182	0.625	0.84
354	0.909091	0.625	0.88
355	0.818182	0.625	0.84
356	0.818182	0.625	0.84
357	0.818182	0.625	0.88
358	0.818182	0.625	0.88
359	0.818182	0.625	0.84
360	0.818182	0.625	0.84
361	0.818182	0.625	0.84
362	0.909091	0.75	0.92
363	0.909091	0.75	0.92
364	0.909091	0.625	0.88
365	0.818182	0.625	0.84
366	0.909091	0.75	0.92
367	0.818182	0.625	0.84
368	0.909091	0.75	0.88
369	0.818182	0.625	0.76
370	0.818182	0.625	0.8
371	0.909091	0.75	0.88
372	1	0.75	0.92
373	1	0.875	0.96
374	0.909091	0.75	0.88
375	0.909091	0.75	0.88
376	0.818182	0.625	0.8
377	0.818182	0.625	0.76
378	0.909091	0.75	0.88
379	0.818182	0.625	0.76
380	0.909091	0.625	0.84
381	0.818182	0.625	0.84
382	0.909091	0.75	0.88
383	0.909091	0.625	0.84
384	1	0.75	0.92
385	0.909091	0.75	0.92
386	1	0.75	0.92
387	1	0.75	0.92
388	0.909091	0.625	0.88
389	1	0.625	0.84
390	0.818182	0.5	0.8
391	0.818182	0.5	0.76
392	0.909091	0.5	0.8
393	0.909091	0.5	0.76
394	0.818182	0.5	0.76
395	0.818182	0.5	0.76
396	0.909091	0.5	0.8
397	0.909091	0.5	0.76
398	0.909091	0.5	0.76
399	0.909091	0.5	0.72
400	0.909091	0.5	0.76
401	0.909091	0.5	0.72
402	0.818182	0.5	0.68
403	1	0.5	0.68
404	1	0.5	0.76
405	1	0.5	0.76
406	1	0.5	0.76
407	0.818182	0.5	0.8
408	0.818182	0.5	0.8
409	0.909091	0.625	0.88
410	0.909091	0.5	0.84
411	0.909091	0.625	0.84
412	0.909091	0.5	0.76
413	0.818182	0.5	0.76
414	0.818182	0.5	0.8
415	1	0.75	0.88
416	0.909091	0.625	0.76
417	0.909091	0.625	0.8
418	0.909091	0.625	0.76
419	1	0.625	0.84
420	0.909091	0.625	0.8
421	0.909091	0.625	0.84
422	0.818182	0.5	0.72
423	0.818182	0.5	0.76
424	0.818182	0.5	0.68
425	0.818182	0.5	0.68
426	0.818182	0.5	0.68
427	0.818182	0.5	0.6
428	0.909091	0.625	0.84
429	0.909091	0.5	0.8
430	0.818182	0.5	0.8
431	0.818182	0.5	0.72
432	0.818182	0.5	0.76
433	0.818182	0.5	0.76
434	1	0.625	0.88
435	0.909091	0.625	0.84
436	0.909091	0.625	0.88
437	1	0.625	0.88
438	0.909091	0.625	0.84
439	1	0.625	0.88
440	0.909091	0.625	0.84
441	0.909091	0.5	0.8
442	0.818182	0.5	0.76
443	0.909091	0.5	0.8
444	1	0.5	0.8
445	0.909091	0.5	0.8
446	0.909091	0.5	0.84
447	0.818182	0.5	0.8
448	0.818182	0.5	0.72
449	0.818182	0.5	0.8
450	0.818182	0.5	0.72
451	0.909091	0.625	0.84
452	0.818182	0.5	0.76
453	0.909091	0.5	0.8
454	1	0.625	0.88
455	0.909091	0.625	0.84
456	0.909091	0.625	0.88
457	0.909091	0.625	0.84
458	0.909091	0.625	0.88
459	1	0.625	0.88
460	1	0.625	0.88
461	0.909091	0.625	0.84
462	0.818182	0.5	0.84
463	0.909091	0.5	0.84
464	0.818182	0.5	0.8
465	0.818182	0.5	0.8
466	0.818182	0.5	0.8
467	0.818182	0.5	0.8
468	0.909091	0.5	0.84
469	0.909091	0.5	0.8
470	0.818182	0.5	0.72
471	0.818182	0.5	0.76
472	1	0.5	0.84
473	0.909091	0.5	0.8
474	0.909091	0.5	0.8
475	1	0.5	0.8
476	0.818182	0.5	0.8
477	0.909091	0.625	0.84
478	0.818182	0.5	0.76
479	0.818182	0.5	0.76
480	0.909091	0.5	0.76
481	0.818182	0.5	0.76
482	0.909091	0.625	0.84
483	0.909091	0.5	0.76
484	0.909091	0.625	0.8
485	0.818182	0.5	0.68
486	0.909091	0.5	0.72
487	1	0.625	0.8
488	0.909091	0.5	0.72
489	0.909091	0.625	0.8
490	1	0.625	0.8
491	1	0.625	0.84
492	1	0.5	0.68
493	0.818182	0.375	0.64
