solution	ancestral	parental	incomparable
0	0.818182	0.625	0.96
1	0.818182	0.625	0.96
2	0.818182	0.75	1
3	0.818182	0.625	0.96
4	0.818182	0.5	0.88
5	0.909091	0.75	0.96
6	0.818182	0.625	0.92
7	0.909091	0.625	0.92
8	0.818182	0.625	0.92
9	0.818182	0.625	0.88
10	0.818182	0.625	0.92
11	0.818182	0.625	0.88
12	0.909091	0.625	0.92
13	0.818182	0.625	0.92
14	0.909091	0.5	0.8
15	0.818182	0.5	0.8
16	0.818182	0.5	0.84
17	0.909091	0.875	1
18	0.818182	0.75	0.96
19	0.818182	0.75	0.92
20	0.818182	0.75	0.96
21	0.818182	0.75	0.96
22	0.818182	0.625	0.88
23	0.909091	0.75	0.96
24	0.818182	0.625	0.92
25	0.818182	0.625	0.88
26	0.909091	0.75	0.96
27	0.909091	0.75	0.96
28	0.909091	0.875	1
29	0.818182	0.75	0.96
30	0.818182	0.75	0.96
31	0.818182	0.75	0.92
32	0.818182	0.75	0.96
33	0.818182	0.75	0.96
34	0.818182	0.75	0.96
35	0.818182	0.625	0.92
36	0.818182	0.625	0.92
37	0.818182	0.625	0.92
38	0.818182	0.625	0.92
39	0.818182	0.625	0.92
40	0.818182	0.625	0.88
41	0.909091	0.625	0.92
42	0.818182	0.625	0.92
43	0.818182	0.625	0.92
44	0.818182	0.625	0.88
45	0.818182	0.625	0.88
46	0.818182	0.625	0.92
47	0.818182	0.5	0.84
48	0.909091	0.5	0.8
49	0.818182	0.5	0.84
50	0.818182	0.5	0.8
51	0.818182	0.5	0.84
52	0.818182	0.625	0.92
53	0.909091	0.625	0.92
54	0.818182	0.625	0.88
55	0.818182	0.625	0.92
56	0.818182	0.625	0.92
57	0.818182	0.625	0.88
58	0.818182	0.75	0.92
59	0.818182	0.75	0.88
60	0.909091	0.875	0.96
61	0.818182	0.75	0.92
62	0.909091	0.625	0.88
63	0.818182	0.625	0.84
64	0.818182	0.625	0.88
65	0.909091	0.75	0.92
66	0.909091	0.625	0.88
67	0.818182	0.625	0.84
68	0.909091	0.75	0.92
69	0.818182	0.625	0.84
70	0.818182	0.625	0.84
71	0.909091	0.5	0.76
72	0.818182	0.5	0.76
73	0.818182	0.75	0.92
74	0.818182	0.75	0.92
75	0.818182	0.75	0.88
76	0.909091	0.875	0.96
77	0.818182	0.75	0.92
78	0.818182	0.75	0.88
79	0.818182	0.75	0.92
80	0.818182	0.75	0.92
81	0.818182	0.75	0.92
82	0.818182	0.75	0.88
83	0.909091	0.875	0.96
84	0.818182	0.75	0.88
85	0.818182	0.75	0.92
86	0.818182	0.75	0.88
87	0.909091	0.875	0.96
88	0.909091	0.875	0.96
89	1	0.875	0.96
90	0.909091	0.875	0.96
91	1	1	1
92	0.909091	0.875	0.92
93	0.818182	0.75	0.92
94	0.909091	0.875	0.96
95	0.818182	0.75	0.92
96	0.818182	0.75	0.88
97	0.818182	0.75	0.88
98	0.818182	0.75	0.88
99	0.909091	0.875	0.92
100	0.818182	0.75	0.88
101	0.818182	0.75	0.8
102	1	0.625	0.88
103	0.909091	0.625	0.88
104	0.909091	0.625	0.88
105	1	0.625	0.84
106	0.909091	0.625	0.84
107	0.818182	0.625	0.88
108	0.818182	0.625	0.84
109	0.818182	0.625	0.84
110	0.909091	0.625	0.88
111	0.818182	0.625	0.88
112	0.909091	0.625	0.88
113	0.909091	0.625	0.84
114	0.818182	0.625	0.84
115	0.818182	0.625	0.88
116	0.818182	0.625	0.84
117	0.818182	0.625	0.88
118	0.818182	0.625	0.84
119	0.818182	0.625	0.84
120	0.818182	0.625	0.76
121	1	0.875	0.96
122	1	0.75	0.92
123	1	0.75	0.92
124	0.909091	0.75	0.88
125	0.909091	0.75	0.92
126	0.909091	0.75	0.88
127	0.909091	0.75	0.92
128	1	0.75	0.92
129	0.909091	0.75	0.88
130	0.909091	0.75	0.92
131	0.818182	0.5	0.76
132	0.909091	0.5	0.72
133	0.909091	0.5	0.76
134	0.818182	0.5	0.76
135	0.818182	0.5	0.8
136	1	0.5	0.68
137	1	0.5	0.72
138	0.909091	0.5	0.76
139	0.909091	0.5	0.72
140	0.818182	0.5	0.76
141	0.818182	0.5	0.68
142	0.818182	0.625	0.88
143	0.818182	0.625	0.84
144	0.818182	0.625	0.88
145	0.909091	0.625	0.88
146	0.818182	0.625	0.84
147	0.909091	0.75	0.92
148	0.818182	0.625	0.84
149	0.818182	0.625	0.88
150	0.818182	0.625	0.84
151	0.909091	0.75	0.92
152	0.818182	0.625	0.88
153	0.818182	0.625	0.84
154	0.909091	0.625	0.88
155	0.818182	0.625	0.84
156	0.909091	0.75	0.92
157	0.818182	0.625	0.88
158	0.818182	0.625	0.84
159	0.818182	0.625	0.84
160	0.909091	0.625	0.88
161	1	0.625	0.88
162	0.909091	0.625	0.84
163	1	0.75	0.92
164	0.909091	0.75	0.88
165	1	0.625	0.84
166	0.909091	0.625	0.88
167	0.909091	0.625	0.84
168	0.818182	0.625	0.84
169	0.818182	0.625	0.76
170	0.909091	0.75	0.88
171	0.818182	0.625	0.76
172	0.818182	0.625	0.84
173	0.818182	0.625	0.8
174	0.818182	0.625	0.84
175	0.818182	0.625	0.8
176	0.909091	0.75	0.88
177	0.818182	0.625	0.8
178	0.818182	0.625	0.76
