solution	ancestral	parental	incomparable
0	0.923077	0.875	0.956522
1	0.923077	0.875	0.956522
2	1	0.875	0.956522
3	1	1	1
4	0.923077	0.75	0.956522
5	0.923077	0.75	0.956522
6	0.923077	0.75	0.956522
7	0.923077	0.75	0.913043
8	0.923077	0.75	0.956522
9	0.923077	0.75	0.913043
10	0.923077	0.75	0.869565
11	0.923077	0.75	0.869565
12	0.923077	0.75	0.913043
13	0.923077	0.75	0.913043
14	1	0.75	0.913043
15	0.923077	0.75	0.913043
16	1	0.875	0.956522
17	1	0.75	0.913043
18	1	0.875	0.913043
19	1	0.875	0.956522
20	1	0.875	0.913043
21	0.923077	0.75	0.869565
22	0.923077	0.75	0.869565
23	1	0.75	0.913043
24	1	0.75	0.826087
