solution	ancestral	parental	incomparable
0	0.882353	0.875	1
1	0.882353	0.75	0.947368
2	0.941176	0.875	1
3	1	1	1
4	0.941176	0.875	0.947368
5	0.941176	0.75	0.947368
6	1	0.75	0.894737
7	0.882353	0.75	0.947368
8	0.882353	0.625	0.894737
9	0.882353	0.75	0.894737
10	0.882353	0.75	0.894737
11	0.882353	0.75	0.947368
12	0.882353	0.75	0.894737
13	0.882353	0.75	0.842105
14	0.882353	0.75	0.842105
15	0.882353	0.625	0.894737
16	0.882353	0.625	0.842105
17	0.882353	0.625	0.789474
18	0.882353	0.625	0.789474
19	0.882353	0.625	0.789474
20	1	0.875	0.947368
21	1	0.875	0.894737
22	1	0.875	0.842105
23	1	0.875	0.894737
24	1	0.875	0.842105
25	1	0.875	0.842105
26	1	0.875	0.894737
27	0.941176	0.625	0.842105
28	0.941176	0.625	0.894737
29	0.941176	0.625	0.789474
30	0.941176	0.625	0.842105
31	0.941176	0.625	0.789474
32	0.941176	0.625	0.789474
33	1	0.625	0.789474
34	1	0.625	0.684211
35	1	0.625	0.736842
36	1	0.625	0.736842
37	1	0.625	0.736842
38	1	0.625	0.842105
39	0.941176	0.75	0.894737
40	0.941176	0.75	0.947368
41	0.941176	0.75	0.842105
42	0.941176	0.75	0.894737
43	0.941176	0.75	0.842105
44	0.941176	0.75	0.894737
45	0.941176	0.75	0.789474
46	0.941176	0.75	0.842105
47	0.941176	0.75	0.789474
48	0.941176	0.75	0.789474
49	0.941176	0.75	0.894737
50	0.941176	0.75	0.842105
51	0.941176	0.75	0.894737
52	0.941176	0.75	0.842105
