solution	ancestral	parental	incomparable
0	0.923077	0.75	0.913043
1	0.923077	0.625	0.869565
2	0.769231	0.625	0.869565
3	0.769231	0.625	0.782609
4	0.846154	0.75	0.913043
5	0.769231	0.625	0.826087
6	0.923077	0.875	0.956522
7	0.769231	0.75	0.869565
8	0.769231	0.75	0.869565
9	0.846154	0.875	0.956522
10	0.923077	0.875	0.913043
11	1	1	1
12	0.923077	0.875	0.869565
13	1	0.875	0.913043
14	1	0.75	0.869565
15	0.923077	0.75	0.782609
16	0.923077	0.75	0.782609
17	0.923077	0.625	0.782609
18	0.923077	0.625	0.695652
