solution	ancestral	parental	incomparable
0	0.909091	0.625	0.92
1	0.909091	0.5	0.88
2	0.909091	0.375	0.84
3	0.909091	0.5	0.8
4	0.909091	0.625	0.92
5	0.909091	0.5	0.88
6	0.909091	0.875	1
7	0.909091	0.75	0.96
8	0.909091	0.625	0.92
9	0.909091	0.75	0.96
10	0.909091	0.625	0.88
11	0.909091	0.75	0.96
12	0.909091	0.5	0.88
13	0.909091	0.375	0.84
14	0.909091	0.625	0.92
15	0.909091	0.5	0.88
16	0.909091	0.5	0.8
17	0.909091	0.375	0.68
18	0.909091	0.25	0.64
19	0.909091	0.5	0.84
20	0.909091	0.625	0.88
21	0.909091	0.375	0.68
22	0.909091	0.5	0.8
23	0.909091	0.625	0.84
24	0.909091	0.375	0.76
25	0.909091	0.5	0.84
26	0.909091	0.5	0.84
27	0.909091	0.25	0.64
28	0.909091	0.25	0.48
29	0.909091	0.375	0.72
30	0.909091	0.5	0.8
31	0.909091	0.5	0.8
32	0.909091	0.5	0.84
33	0.909091	0.75	0.92
34	0.909091	0.5	0.8
35	0.909091	0.625	0.88
36	0.909091	0.5	0.8
37	0.909091	0.5	0.84
38	0.909091	0.375	0.72
39	0.909091	0.25	0.72
40	0.909091	0.375	0.64
41	0.909091	0.25	0.72
42	1	1	1
43	1	0.75	0.88
44	1	0.75	0.84
45	1	0.875	0.92
46	1	0.75	0.92
47	1	0.875	0.96
48	1	0.75	0.92
49	1	0.625	0.84
50	1	0.625	0.8
51	1	0.625	0.84
52	1	0.625	0.8
53	1	0.5	0.68
54	1	0.875	0.96
55	1	0.75	0.88
56	1	0.625	0.84
57	1	0.625	0.8
58	1	0.875	0.96
59	1	0.625	0.8
60	1	0.625	0.84
61	1	0.75	0.92
62	1	0.625	0.8
63	1	0.5	0.68
64	1	0.75	0.92
65	1	0.625	0.84
66	1	0.625	0.88
67	1	0.5	0.84
68	1	0.75	0.88
69	1	0.625	0.88
70	1	0.625	0.88
71	1	0.625	0.8
72	1	0.625	0.8
73	1	0.625	0.88
74	1	0.5	0.84
75	1	0.375	0.64
76	1	0.375	0.48
77	1	0.5	0.76
78	1	0.5	0.72
79	1	0.375	0.64
80	1	0.5	0.64
81	1	0.375	0.72
82	1	0.375	0.72
83	1	0.5	0.72
