solution	ancestral	parental	incomparable
0	1	1	1
1	1	0.75	0.88
2	1	0.75	0.84
3	1	0.875	0.92
4	1	0.75	0.92
5	1	0.875	0.96
6	1	0.75	0.92
7	1	0.625	0.84
8	1	0.625	0.8
9	1	0.625	0.84
10	1	0.625	0.8
11	1	0.5	0.68
12	1	0.875	0.96
13	1	0.75	0.88
14	1	0.625	0.84
15	1	0.625	0.8
16	1	0.875	0.96
17	1	0.625	0.8
18	1	0.625	0.84
19	1	0.75	0.92
20	1	0.625	0.8
21	1	0.5	0.68
22	1	0.75	0.92
23	1	0.625	0.84
24	1	0.625	0.88
25	1	0.5	0.84
26	1	0.75	0.88
27	1	0.625	0.88
28	1	0.625	0.88
29	1	0.625	0.8
30	1	0.625	0.8
31	1	0.625	0.88
32	1	0.5	0.84
33	1	0.375	0.64
34	1	0.375	0.48
35	1	0.5	0.76
36	1	0.5	0.72
37	1	0.375	0.64
38	1	0.5	0.64
39	1	0.375	0.72
40	1	0.375	0.72
41	1	0.5	0.72
