solution	ancestral	parental	incomparable
0	1	0.875	0.956522
1	1	1	1
2	1	0.75	0.913043
3	1	0.625	0.73913
4	1	0.75	0.782609
5	1	0.625	0.652174
6	1	0.5	0.565217
7	1	0.75	0.913043
8	1	0.875	0.956522
9	1	0.625	0.869565
10	1	0.75	0.913043
11	1	0.625	0.869565
12	1	0.5	0.826087
13	1	0.875	0.913043
14	1	0.75	0.869565
15	1	0.75	0.826087
16	1	0.625	0.73913
17	1	0.625	0.826087
18	1	0.625	0.826087
19	1	0.625	0.608696
20	1	0.5	0.434783
21	1	0.375	0.304348
22	1	0.5	0.521739
23	1	0.75	0.913043
24	1	0.625	0.869565
25	1	0.5	0.608696
26	1	0.375	0.521739
27	1	0.875	0.956522
28	1	0.75	0.913043
29	1	0.625	0.869565
30	1	0.5	0.695652
31	1	0.625	0.73913
32	1	0.5	0.608696
33	1	0.375	0.521739
34	1	0.875	0.913043
35	1	0.875	0.956522
36	1	0.875	0.913043
37	1	0.75	0.869565
38	1	0.75	0.913043
39	1	0.5	0.652174
40	1	0.625	0.695652
41	1	0.625	0.608696
42	1	0.5	0.521739
43	1	0.75	0.913043
44	1	0.75	0.826087
45	1	0.625	0.869565
46	1	0.625	0.869565
47	1	0.5	0.826087
48	1	0.625	0.826087
49	1	0.625	0.73913
50	1	0.625	0.826087
51	1	0.5	0.434783
52	1	0.375	0.304348
53	1	0.75	0.869565
54	1	0.75	0.826087
55	1	0.75	0.869565
56	1	0.75	0.869565
57	1	0.75	0.869565
58	1	0.75	0.782609
59	1	0.625	0.782609
60	1	0.625	0.826087
61	1	0.625	0.782609
62	1	0.625	0.695652
63	1	0.625	0.782609
64	1	0.625	0.826087
65	1	0.625	0.869565
66	1	0.5	0.826087
67	1	0.625	0.782609
68	1	0.5	0.782609
69	1	0.5	0.782609
70	1	0.5	0.695652
71	1	0.625	0.826087
72	1	0.5	0.782609
73	1	0.5	0.782609
74	1	0.5	0.782609
75	1	0.625	0.782609
76	1	0.5	0.695652
77	1	0.5	0.782609
78	1	0.625	0.782609
79	1	0.5	0.782609
80	1	0.5	0.695652
81	1	0.5	0.652174
82	1	0.5	0.695652
83	1	0.5	0.695652
84	1	0.5	0.652174
85	1	0.625	0.652174
86	1	0.5	0.695652
87	1	0.5	0.652174
88	1	0.5	0.521739
89	1	0.375	0.73913
90	1	0.375	0.73913
91	1	0.625	0.826087
92	1	0.5	0.782609
93	1	0.5	0.73913
94	1	0.375	0.652174
95	1	0.625	0.782609
96	1	0.5	0.73913
97	1	0.375	0.695652
98	1	0.5	0.826087
99	1	0.375	0.782609
100	1	0.625	0.826087
101	1	0.5	0.782609
102	1	0.625	0.826087
103	1	0.5	0.73913
104	1	0.375	0.73913
105	1	0.375	0.73913
106	1	0.375	0.652174
107	1	0.5	0.391304
108	1	0.5	0.521739
109	1	0.375	0.434783
110	1	0.375	0.26087
111	1	0.375	0.391304
112	1	0.25	0.26087
113	1	0.375	0.173913
114	1	0.25	0
