solution	ancestral	parental	incomparable
0	0.846154	0.625	0.956522
1	0.846154	0.625	0.913043
2	0.923077	0.75	0.956522
3	0.923077	0.5	0.869565
4	0.923077	0.625	0.913043
5	0.846154	0.625	0.869565
6	0.846154	0.75	0.956522
7	0.846154	0.625	0.913043
8	0.846154	0.625	0.913043
9	0.846154	0.5	0.826087
10	0.846154	0.625	0.869565
11	0.846154	0.75	0.956522
12	0.923077	0.625	0.913043
13	0.923077	0.75	0.956522
14	0.923077	0.875	1
15	0.846154	0.625	0.956522
16	0.846154	0.625	0.956522
17	0.846154	0.625	0.956522
18	0.846154	0.625	0.913043
19	0.846154	0.5	0.869565
20	0.846154	0.625	0.869565
21	0.846154	0.625	0.913043
22	0.846154	0.625	0.869565
23	0.846154	0.5	0.826087
24	0.923077	0.625	0.913043
25	0.923077	0.5	0.869565
26	0.923077	0.75	0.956522
27	0.923077	0.5	0.869565
28	0.923077	0.625	0.913043
29	0.923077	0.5	0.826087
30	0.923077	0.625	0.826087
31	0.923077	0.5	0.73913
32	0.923077	0.5	0.826087
33	0.923077	0.75	0.913043
34	0.923077	0.75	0.913043
35	0.923077	0.625	0.869565
36	0.692308	0.375	0.869565
37	0.692308	0.375	0.826087
38	0.692308	0.25	0.826087
39	0.692308	0.375	0.869565
40	0.692308	0.375	0.826087
41	0.846154	0.5	0.826087
42	0.846154	0.375	0.73913
43	0.846154	0.375	0.782609
44	0.846154	0.375	0.652174
45	0.692308	0.25	0.826087
46	0.692308	0.25	0.782609
47	0.692308	0.25	0.73913
48	0.692308	0.25	0.826087
49	0.692308	0.25	0.826087
50	0.769231	0.375	0.869565
51	0.769231	0.5	0.913043
52	0.769231	0.375	0.869565
53	0.769231	0.25	0.826087
54	0.692308	0.375	0.869565
55	0.692308	0.375	0.869565
56	0.692308	0.375	0.826087
57	0.692308	0.375	0.826087
58	0.692308	0.25	0.826087
59	0.692308	0.25	0.73913
60	0.692308	0.25	0.826087
61	0.692308	0.25	0.782609
62	0.769231	0.375	0.869565
63	0.692308	0.25	0.73913
64	0.769231	0.375	0.869565
65	0.769231	0.5	0.913043
66	0.769231	0.5	0.869565
67	0.769231	0.5	0.869565
68	0.769231	0.375	0.869565
69	0.769231	0.375	0.782609
70	0.769231	0.375	0.869565
71	0.769231	0.375	0.826087
72	0.769231	0.375	0.782609
73	0.692308	0.25	0.73913
74	0.692308	0.25	0.608696
75	0.846154	0.375	0.826087
76	0.846154	0.5	0.869565
77	0.846154	0.375	0.826087
78	0.846154	0.375	0.695652
79	0.846154	0.375	0.826087
80	0.923077	0.5	0.826087
81	0.923077	0.375	0.695652
82	0.923077	0.625	0.869565
83	0.923077	0.5	0.73913
84	0.923077	0.5	0.695652
85	0.923077	0.5	0.782609
86	0.923077	0.375	0.695652
87	0.923077	0.375	0.521739
88	0.846154	0.625	0.956522
89	0.923077	0.75	0.956522
90	0.846154	0.625	0.869565
91	0.923077	0.625	0.913043
92	0.923077	0.5	0.869565
93	0.846154	0.5	0.869565
94	0.846154	0.625	0.913043
95	0.846154	0.5	0.826087
96	0.846154	0.625	0.869565
97	0.923077	0.625	0.869565
98	0.923077	0.75	0.913043
99	0.923077	0.5	0.73913
100	0.923077	0.625	0.826087
101	0.923077	0.5	0.826087
102	0.923077	0.5	0.826087
103	0.923077	0.625	0.869565
104	0.923077	0.5	0.826087
105	0.923077	0.5	0.782609
106	0.846154	0.5	0.869565
107	0.846154	0.375	0.826087
108	0.923077	0.375	0.695652
109	0.923077	0.375	0.782609
110	0.923077	0.375	0.782609
111	0.769231	0.5	0.913043
112	0.692308	0.375	0.826087
113	0.692308	0.25	0.826087
114	0.769231	0.375	0.869565
115	0.692308	0.25	0.826087
116	0.692308	0.25	0.73913
117	0.769231	0.375	0.869565
118	0.769231	0.5	0.913043
119	0.692308	0.25	0.826087
120	0.692308	0.375	0.869565
121	0.846154	0.5	0.869565
122	0.846154	0.5	0.913043
123	0.846154	0.5	0.913043
124	0.846154	0.5	0.869565
125	0.846154	0.375	0.826087
126	0.692308	0.375	0.826087
127	0.692308	0.375	0.869565
128	0.769231	0.5	0.913043
129	0.692308	0.25	0.826087
130	0.846154	0.5	0.826087
131	0.923077	0.5	0.869565
132	0.923077	0.375	0.826087
133	0.692308	0.375	0.73913
134	0.846154	0.5	0.73913
135	0.692308	0.375	0.826087
136	0.692308	0.25	0.782609
137	0.846154	0.5	0.782609
138	0.846154	0.375	0.73913
139	0.769231	0.5	0.869565
140	0.923077	0.625	0.869565
141	0.769231	0.5	0.913043
142	0.769231	0.5	0.869565
143	0.769231	0.375	0.869565
144	0.923077	0.625	0.869565
145	0.923077	0.625	0.869565
146	0.923077	0.5	0.826087
