solution	ancestral	parental	incomparable
0	0.764706	0.5	0.894737
1	0.705882	0.5	0.947368
2	0.705882	0.5	0.894737
3	0.705882	0.375	0.842105
4	0.764706	0.375	0.736842
5	0.764706	0.5	0.894737
6	0.705882	0.5	0.894737
7	0.705882	0.5	0.947368
8	0.764706	0.75	1
9	0.705882	0.625	0.947368
10	0.705882	0.625	0.947368
11	0.705882	0.625	1
12	0.764706	0.625	0.947368
13	0.705882	0.5	0.842105
14	0.705882	0.5	0.947368
15	0.764706	0.5	0.947368
16	0.764706	0.5	0.947368
17	0.764706	0.5	0.947368
18	0.764706	0.375	0.842105
19	0.764706	0.5	0.894737
20	0.764706	0.625	0.947368
21	0.823529	0.625	0.947368
22	0.823529	0.75	1
23	0.764706	0.5	0.842105
24	0.823529	0.5	0.894737
25	0.764706	0.625	0.947368
26	0.764706	0.5	0.894737
27	0.823529	0.5	0.894737
28	0.823529	0.375	0.736842
29	0.705882	0.5	0.894737
30	0.705882	0.5	0.894737
31	0.705882	0.625	0.947368
32	0.764706	0.625	0.947368
33	0.764706	0.625	0.947368
34	0.764706	0.625	0.947368
35	0.823529	0.75	1
36	0.823529	0.625	0.947368
37	0.764706	0.5	0.894737
38	0.764706	0.5	0.894737
39	0.764706	0.5	0.894737
40	0.764706	0.5	0.842105
41	0.823529	0.5	0.894737
42	0.764706	0.625	0.894737
43	0.823529	0.75	0.947368
44	0.764706	0.625	0.894737
45	0.823529	0.625	0.894737
46	0.764706	0.5	0.789474
47	0.882353	0.875	1
48	0.823529	0.75	0.894737
49	0.823529	0.75	0.947368
50	0.764706	0.75	0.947368
51	0.823529	0.625	0.842105
52	0.764706	0.625	0.894737
53	0.882353	0.625	0.894737
54	0.764706	0.625	0.842105
55	0.823529	0.75	0.947368
56	0.764706	0.625	0.894737
57	0.705882	0.625	0.894737
58	0.764706	0.625	0.894737
59	0.823529	0.75	0.947368
60	0.705882	0.625	0.894737
61	0.823529	0.625	0.894737
62	0.823529	0.5	0.842105
63	0.764706	0.5	0.789474
64	0.705882	0.5	0.842105
