solution	ancestral	parental	incomparable
0	0.909091	0.25	0.72
1	0.909091	0.125	0.6
2	0.909091	0.125	0.56
3	0.909091	0.5	0.84
4	0.909091	0.375	0.72
5	0.909091	0.375	0.8
6	0.909091	0.375	0.72
7	0.909091	0.625	0.92
8	0.909091	0.5	0.88
9	0.909091	0.5	0.84
10	0.909091	0.5	0.8
11	0.909091	0.5	0.84
12	0.909091	0.375	0.8
13	0.909091	0.375	0.72
14	0.909091	0.5	0.88
15	0.909091	0.5	0.8
16	0.909091	0.5	0.88
17	0.909091	0.375	0.76
18	0.909091	0.375	0.72
19	0.909091	0.375	0.76
20	0.909091	0.375	0.8
21	0.909091	0.375	0.8
22	0.909091	0.375	0.64
23	0.909091	0.375	0.72
24	0.909091	0.25	0.72
25	0.909091	0.125	0.6
26	0.909091	0.125	0.56
27	0.909091	0.25	0.72
28	0.909091	0.125	0.6
29	0.909091	0.375	0.84
30	0.909091	0.25	0.72
31	0.909091	0.25	0.8
32	0.909091	0.25	0.72
33	0.909091	0.125	0.56
34	0.909091	0.375	0.8
35	0.909091	0.5	0.84
36	0.909091	0.375	0.72
37	0.909091	0.25	0.72
38	0.909091	0.125	0.56
39	0.909091	0.375	0.8
40	0.909091	0.5	0.88
41	0.909091	0.375	0.76
42	0.909091	0.625	0.92
43	0.909091	0.5	0.88
44	0.909091	0.5	0.8
45	0.909091	0.5	0.88
46	0.909091	0.5	0.8
47	0.909091	0.375	0.76
48	0.909091	0.375	0.64
49	0.909091	0.375	0.8
50	0.909091	0.25	0.64
51	0.909091	0.25	0.76
52	0.909091	0.25	0.64
53	0.909091	0.125	0.44
54	0.909091	0.5	0.84
55	0.909091	0.5	0.88
56	0.909091	0.5	0.88
57	0.909091	0.625	0.92
58	0.909091	0.5	0.8
59	0.909091	0.375	0.8
60	0.909091	0.375	0.72
61	0.909091	0.375	0.8
62	0.909091	0.5	0.88
63	0.909091	0.375	0.76
64	0.909091	0.5	0.8
65	0.909091	0.375	0.64
