solution	ancestral	parental	incomparable
0	0.909091	0.625	0.88
1	0.909091	0.625	0.88
2	0.909091	0.625	0.92
3	0.909091	0.75	0.96
4	0.909091	0.75	0.92
5	0.909091	0.75	0.96
6	0.909091	0.625	0.88
7	0.909091	0.625	0.8
8	0.909091	0.625	0.88
9	0.909091	0.625	0.92
10	0.909091	0.75	0.96
11	0.909091	0.75	0.96
12	0.909091	0.75	0.92
13	0.909091	0.75	0.96
14	0.909091	0.625	0.88
15	0.909091	0.625	0.88
16	0.909091	0.5	0.88
17	0.909091	0.625	0.92
18	0.909091	0.5	0.88
19	0.909091	0.5	0.8
20	0.909091	0.375	0.76
21	0.909091	0.375	0.8
22	0.909091	0.5	0.88
23	0.909091	0.375	0.76
24	0.909091	0.5	0.8
25	0.909091	0.375	0.64
26	0.909091	0.5	0.8
27	0.909091	0.625	0.88
28	0.909091	0.5	0.76
29	0.909091	0.625	0.88
30	0.909091	0.75	0.96
31	0.909091	0.625	0.88
32	0.909091	0.625	0.8
33	0.909091	0.75	0.92
34	0.909091	0.625	0.88
35	0.909091	0.625	0.92
36	0.909091	0.625	0.88
37	0.909091	0.625	0.88
38	0.909091	0.625	0.88
39	0.909091	0.625	0.8
40	0.909091	0.5	0.76
41	0.909091	0.5	0.8
42	0.909091	0.5	0.8
43	0.909091	0.5	0.76
44	0.909091	0.5	0.76
45	0.909091	0.5	0.64
46	0.909091	0.375	0.76
47	0.909091	0.5	0.8
48	0.909091	0.375	0.64
49	0.909091	0.375	0.64
50	0.909091	0.25	0.44
51	1	1	1
52	1	0.875	0.92
53	1	0.875	0.96
54	1	0.75	0.92
55	0.909091	0.75	0.92
56	0.909091	0.75	0.92
57	0.909091	0.75	0.88
58	0.909091	0.875	0.96
59	0.909091	0.875	0.96
60	0.909091	0.875	0.96
61	0.909091	0.875	0.96
62	1	0.875	0.96
63	0.909091	0.75	0.88
64	0.909091	0.75	0.88
65	0.909091	0.75	0.88
66	1	0.75	0.84
67	0.909091	0.75	0.92
68	0.909091	0.75	0.92
69	0.909091	0.75	0.88
70	0.909091	0.625	0.84
71	0.909091	0.625	0.84
72	0.909091	0.625	0.84
73	0.909091	0.625	0.76
74	1	0.75	0.88
75	1	0.625	0.84
76	0.909091	0.625	0.76
77	1	0.625	0.8
78	1	0.75	0.88
79	0.909091	0.625	0.8
80	1	0.875	0.96
81	1	0.75	0.88
82	1	0.875	0.96
83	1	0.875	0.92
84	1	0.75	0.8
85	0.909091	0.75	0.92
86	0.909091	0.75	0.88
87	1	0.75	0.92
88	0.909091	0.625	0.8
