solution	ancestral	parental	incomparable
0	0.923077	0.875	0.956522
1	0.923077	0.75	0.913043
2	0.923077	0.875	0.956522
3	1	0.875	0.956522
4	1	1	1
5	1	0.75	0.913043
6	0.769231	0.5	0.826087
7	0.769231	0.375	0.782609
8	0.769231	0.625	0.869565
9	0.923077	0.625	0.73913
10	0.923077	0.5	0.695652
11	0.846154	0.75	0.913043
12	0.846154	0.625	0.869565
13	0.846154	0.5	0.826087
14	0.769231	0.625	0.869565
15	0.769231	0.5	0.826087
16	0.846154	0.5	0.826087
17	0.846154	0.625	0.869565
18	0.769231	0.5	0.73913
19	0.769231	0.375	0.652174
20	0.923077	0.625	0.782609
21	0.923077	0.5	0.73913
22	1	0.625	0.73913
23	1	0.75	0.782609
24	1	0.625	0.652174
25	1	0.5	0.565217
26	0.769231	0.375	0.782609
27	0.769231	0.25	0.695652
28	0.769231	0.375	0.73913
29	0.769231	0.375	0.782609
30	0.769231	0.5	0.826087
31	0.769231	0.5	0.782609
32	0.769231	0.375	0.73913
33	0.769231	0.375	0.782609
34	0.769231	0.5	0.782609
35	0.769231	0.5	0.869565
36	0.846154	0.625	0.869565
37	0.846154	0.5	0.826087
38	0.846154	0.375	0.782609
39	0.769231	0.375	0.826087
40	0.846154	0.25	0.73913
41	0.846154	0.375	0.782609
42	0.846154	0.5	0.826087
43	0.769231	0.375	0.695652
44	0.769231	0.375	0.826087
45	0.769231	0.25	0.782609
46	0.846154	0.25	0.73913
47	0.846154	0.375	0.782609
48	0.846154	0.5	0.826087
49	0.846154	0.375	0.782609
50	0.769231	0.25	0.652174
51	0.769231	0.375	0.73913
52	0.846154	0.375	0.652174
53	0.846154	0.5	0.73913
54	0.769231	0.375	0.565217
55	0.769231	0.25	0.434783
56	0.769231	0.375	0.695652
57	0.769231	0.25	0.608696
58	0.769231	0.5	0.869565
59	0.769231	0.5	0.826087
60	0.769231	0.375	0.782609
61	0.846154	0.5	0.826087
62	0.846154	0.5	0.826087
63	0.846154	0.375	0.782609
64	0.846154	0.625	0.826087
65	0.846154	0.5	0.782609
66	0.846154	0.5	0.73913
67	0.846154	0.375	0.652174
68	0.923077	0.75	0.956522
69	0.923077	0.75	0.869565
70	1	0.75	0.913043
71	1	0.875	0.956522
72	1	0.625	0.869565
73	0.923077	0.625	0.782609
74	1	0.75	0.913043
75	1	0.625	0.869565
76	1	0.5	0.826087
77	0.923077	0.625	0.913043
78	0.923077	0.75	0.913043
79	0.923077	0.625	0.869565
80	1	0.875	0.913043
81	1	0.75	0.869565
82	0.923077	0.75	0.869565
83	0.923077	0.625	0.826087
84	1	0.75	0.826087
85	1	0.625	0.73913
86	1	0.625	0.826087
87	1	0.625	0.826087
88	0.923077	0.625	0.826087
89	0.923077	0.5	0.782609
90	0.923077	0.5	0.608696
91	0.923077	0.375	0.521739
92	1	0.625	0.608696
93	1	0.5	0.434783
94	1	0.375	0.304348
95	1	0.5	0.521739
96	0.923077	0.75	0.956522
97	0.769231	0.5	0.869565
98	0.769231	0.25	0.782609
99	0.769231	0.375	0.826087
100	0.923077	0.5	0.73913
101	0.923077	0.375	0.695652
102	0.923077	0.625	0.913043
103	0.923077	0.5	0.826087
104	0.923077	0.625	0.869565
105	0.923077	0.5	0.869565
106	0.923077	0.375	0.565217
107	0.923077	0.25	0.478261
108	0.769231	0.375	0.826087
109	0.769231	0.25	0.782609
110	0.769231	0.125	0.73913
111	0.769231	0.375	0.782609
112	0.769231	0.25	0.782609
113	0.769231	0.375	0.826087
114	0.769231	0.25	0.73913
115	0.769231	0.25	0.695652
116	0.769231	0.125	0.608696
117	0.923077	0.5	0.73913
118	0.923077	0.5	0.73913
119	0.923077	0.5	0.608696
120	0.923077	0.375	0.521739
121	0.923077	0.375	0.695652
122	0.923077	0.375	0.695652
123	0.923077	0.75	0.956522
124	0.923077	0.75	0.956522
125	0.923077	0.75	0.913043
126	0.923077	0.625	0.913043
127	0.923077	0.75	0.956522
128	0.923077	0.625	0.869565
129	0.923077	0.625	0.869565
130	0.923077	0.5	0.826087
131	0.923077	0.625	0.869565
132	0.923077	0.625	0.913043
133	0.923077	0.5	0.826087
134	0.923077	0.625	0.869565
135	0.923077	0.5	0.782609
136	0.923077	0.5	0.782609
137	0.923077	0.625	0.782609
138	0.923077	0.5	0.695652
139	0.923077	0.5	0.826087
140	0.923077	0.625	0.869565
141	0.923077	0.375	0.782609
142	0.923077	0.5	0.826087
143	0.923077	0.5	0.782609
144	0.923077	0.5	0.869565
145	0.923077	0.5	0.826087
146	0.923077	0.375	0.782609
147	0.923077	0.375	0.565217
148	0.923077	0.25	0.478261
149	0.923077	0.375	0.391304
150	0.923077	0.25	0.26087
151	0.769231	0.375	0.826087
152	0.769231	0.5	0.869565
153	0.769231	0.25	0.782609
154	0.769231	0.375	0.826087
155	0.769231	0.375	0.826087
156	0.769231	0.375	0.73913
157	0.769231	0.25	0.652174
158	0.769231	0.25	0.782609
159	0.769231	0.5	0.869565
160	0.769231	0.5	0.826087
161	0.769231	0.5	0.869565
162	0.769231	0.375	0.782609
163	0.769231	0.375	0.782609
164	0.769231	0.25	0.73913
165	0.769231	0.125	0.695652
166	0.769231	0.375	0.782609
167	0.769231	0.375	0.826087
168	0.769231	0.25	0.782609
169	0.769231	0.25	0.73913
170	0.769231	0.25	0.782609
171	0.769231	0.125	0.73913
172	0.769231	0.25	0.695652
173	0.769231	0.125	0.608696
174	0.769231	0.375	0.782609
175	0.769231	0.375	0.826087
176	0.769231	0.25	0.782609
177	0.769231	0.25	0.73913
178	0.769231	0.25	0.695652
179	0.769231	0.125	0.608696
180	0.769231	0.375	0.782609
181	0.769231	0.25	0.73913
182	0.769231	0.25	0.73913
183	0.769231	0.375	0.782609
184	0.769231	0.375	0.782609
185	0.769231	0.375	0.695652
186	0.769231	0.25	0.608696
187	0.769231	0.125	0.695652
188	0.769231	0.25	0.73913
189	0.769231	0.25	0.782609
190	0.769231	0.25	0.782609
191	0.769231	0.25	0.695652
192	0.769231	0.25	0.73913
193	0.769231	0.125	0.695652
194	0.769231	0.25	0.565217
195	0.769231	0.125	0.434783
196	0.769231	0.5	0.782609
197	0.769231	0.375	0.73913
198	0.769231	0.5	0.782609
199	0.769231	0.5	0.826087
200	0.769231	0.5	0.826087
201	0.769231	0.375	0.782609
202	0.923077	0.75	0.913043
203	0.923077	0.75	0.869565
204	0.923077	0.625	0.826087
205	0.923077	0.75	0.869565
206	0.923077	0.75	0.913043
207	0.923077	0.625	0.869565
208	0.769231	0.375	0.73913
209	0.769231	0.25	0.695652
210	0.923077	0.5	0.652174
211	0.923077	0.375	0.608696
212	0.769231	0.375	0.782609
213	0.769231	0.25	0.73913
214	0.923077	0.375	0.652174
215	0.923077	0.5	0.695652
216	0.923077	0.5	0.565217
217	0.923077	0.375	0.478261
218	0.769231	0.375	0.695652
219	0.769231	0.25	0.608696
220	0.846154	0.5	0.826087
221	0.846154	0.375	0.782609
222	0.846154	0.375	0.782609
223	0.846154	0.5	0.826087
224	0.769231	0.375	0.782609
225	0.769231	0.5	0.826087
226	0.769231	0.375	0.695652
227	0.769231	0.25	0.608696
228	0.923077	0.75	0.913043
229	1	0.75	0.913043
230	1	0.625	0.869565
231	0.923077	0.625	0.869565
232	1	0.5	0.608696
233	1	0.375	0.521739
234	0.769231	0.5	0.826087
235	0.769231	0.375	0.782609
236	0.846154	0.5	0.826087
237	0.846154	0.375	0.782609
238	0.846154	0.625	0.869565
239	0.846154	0.5	0.826087
240	0.846154	0.375	0.782609
241	0.769231	0.25	0.608696
242	0.769231	0.375	0.695652
243	0.923077	0.75	0.913043
244	1	0.875	0.956522
245	1	0.75	0.913043
246	1	0.625	0.869565
247	0.923077	0.625	0.869565
248	1	0.5	0.695652
249	1	0.625	0.73913
250	1	0.5	0.608696
251	1	0.375	0.521739
252	0.769231	0.5	0.782609
253	0.769231	0.5	0.782609
254	0.769231	0.375	0.73913
255	0.846154	0.375	0.782609
256	0.846154	0.5	0.826087
257	0.846154	0.625	0.869565
258	0.846154	0.625	0.826087
259	0.846154	0.625	0.826087
260	0.846154	0.5	0.782609
261	0.846154	0.5	0.73913
262	0.846154	0.375	0.652174
263	0.769231	0.25	0.695652
264	0.769231	0.375	0.73913
265	0.846154	0.375	0.782609
266	0.846154	0.25	0.73913
267	0.769231	0.375	0.782609
268	0.769231	0.375	0.782609
269	0.846154	0.5	0.826087
270	0.769231	0.375	0.695652
271	0.846154	0.5	0.782609
272	0.846154	0.375	0.73913
273	0.846154	0.5	0.73913
274	0.769231	0.375	0.565217
275	0.846154	0.375	0.652174
276	0.769231	0.25	0.434783
277	1	0.875	0.913043
278	1	0.875	0.956522
279	1	0.875	0.913043
280	1	0.75	0.869565
281	1	0.75	0.913043
282	1	0.5	0.652174
283	1	0.625	0.695652
284	1	0.625	0.608696
285	1	0.5	0.521739
286	0.923077	0.75	0.869565
287	0.923077	0.75	0.869565
288	0.923077	0.625	0.826087
289	0.923077	0.625	0.782609
290	0.923077	0.625	0.826087
291	0.923077	0.5	0.782609
292	1	0.75	0.913043
293	1	0.75	0.826087
294	1	0.625	0.869565
295	1	0.625	0.869565
296	1	0.5	0.826087
297	1	0.625	0.826087
298	1	0.625	0.73913
299	1	0.625	0.826087
300	1	0.5	0.434783
301	1	0.375	0.304348
302	0.846154	0.625	0.913043
303	0.846154	0.625	0.913043
304	0.846154	0.625	0.913043
305	0.846154	0.5	0.869565
306	1	0.75	0.869565
307	1	0.75	0.826087
308	1	0.75	0.869565
309	1	0.75	0.869565
310	1	0.75	0.869565
311	1	0.75	0.782609
312	1	0.625	0.782609
313	1	0.625	0.826087
314	1	0.625	0.782609
315	1	0.625	0.695652
316	1	0.625	0.782609
317	1	0.625	0.826087
318	0.846154	0.625	0.869565
319	0.846154	0.625	0.913043
320	0.846154	0.5	0.869565
321	0.846154	0.625	0.913043
322	0.846154	0.625	0.869565
323	0.846154	0.625	0.913043
324	0.846154	0.5	0.869565
325	0.846154	0.5	0.826087
326	0.846154	0.5	0.869565
327	0.846154	0.5	0.782609
328	0.846154	0.625	0.869565
329	0.846154	0.625	0.869565
330	0.846154	0.5	0.869565
331	0.846154	0.625	0.869565
332	0.846154	0.625	0.913043
333	0.846154	0.625	0.869565
334	0.846154	0.5	0.869565
335	1	0.625	0.869565
336	1	0.5	0.826087
337	0.923077	0.625	0.826087
338	0.769231	0.5	0.826087
339	0.769231	0.5	0.869565
340	0.769231	0.375	0.826087
341	0.923077	0.625	0.826087
342	0.923077	0.5	0.782609
343	0.769231	0.5	0.869565
344	0.769231	0.5	0.869565
345	0.769231	0.375	0.826087
