solution	ancestral	parental	incomparable
0	0.75	0.5	0.875
1	0.75	0.5	0.833333
2	0.833333	0.625	0.875
3	0.833333	0.5	0.833333
4	0.75	0.375	0.791667
5	0.75	0.375	0.75
6	0.833333	0.5	0.75
7	0.833333	0.375	0.708333
8	0.75	0.5	0.75
9	0.75	0.375	0.666667
10	0.833333	0.5	0.791667
11	0.75	0.375	0.791667
12	0.833333	0.375	0.75
13	0.833333	0.25	0.708333
14	0.75	0.5	0.833333
15	0.75	0.375	0.791667
16	0.75	0.5	0.875
17	0.833333	0.625	0.875
18	0.75	0.5	0.916667
19	0.75	0.375	0.833333
20	0.75	0.375	0.875
21	0.833333	0.5	0.875
22	0.833333	0.625	0.958333
23	0.833333	0.25	0.791667
24	0.833333	0.375	0.833333
25	0.75	0.5	0.916667
26	0.75	0.375	0.875
27	0.75	0.375	0.833333
28	0.75	0.5	0.916667
29	0.833333	0.625	0.958333
30	0.833333	0.5	0.916667
31	0.833333	0.5	0.833333
32	0.833333	0.375	0.791667
33	0.833333	0.5	0.833333
34	0.833333	0.625	0.916667
35	0.916667	0.625	0.916667
36	0.916667	0.75	0.958333
37	0.916667	0.625	0.833333
38	0.916667	0.5	0.791667
39	0.916667	0.5	0.75
40	0.833333	0.375	0.791667
41	0.833333	0.375	0.791667
42	0.916667	0.375	0.666667
43	0.916667	0.375	0.75
44	0.916667	0.375	0.75
45	0.833333	0.25	0.75
46	0.833333	0.5	0.875
47	0.75	0.5	0.875
48	0.75	0.375	0.833333
49	0.833333	0.5	0.875
50	0.833333	0.5	0.875
51	0.833333	0.5	0.791667
52	0.833333	0.625	0.875
53	0.75	0.625	0.916667
54	0.833333	0.75	0.958333
55	0.75	0.625	0.916667
56	0.833333	0.625	0.916667
57	0.833333	0.5	0.875
58	0.833333	0.625	0.916667
59	0.833333	0.5	0.875
60	0.833333	0.5	0.875
61	0.75	0.5	0.916667
62	0.75	0.5	0.916667
63	0.75	0.375	0.875
64	0.75	0.5	0.875
65	0.75	0.375	0.833333
66	0.75	0.5	0.875
67	0.833333	0.5	0.875
68	0.833333	0.375	0.791667
69	0.75	0.5	0.833333
70	0.75	0.5	0.875
71	0.75	0.5	0.833333
72	0.75	0.5	0.833333
73	0.833333	0.625	0.833333
74	0.833333	0.5	0.791667
75	0.75	0.375	0.791667
76	0.75	0.25	0.75
77	0.75	0.375	0.833333
78	0.75	0.25	0.708333
79	0.75	0.375	0.75
80	0.833333	0.5	0.791667
81	0.75	0.375	0.75
82	0.833333	0.375	0.75
83	0.833333	0.375	0.708333
84	0.833333	0.375	0.708333
85	0.833333	0.375	0.708333
86	0.833333	0.25	0.625
87	0.75	0.5	0.875
88	0.75	0.5	0.791667
89	0.75	0.625	0.875
90	0.833333	0.625	0.875
91	0.833333	0.75	0.958333
92	0.75	0.625	0.916667
93	0.75	0.5	0.833333
94	0.833333	0.5	0.833333
95	0.833333	0.375	0.791667
96	0.75	0.5	0.875
97	0.75	0.625	0.916667
98	0.833333	0.5	0.791667
99	0.833333	0.375	0.75
100	0.75	0.375	0.791667
101	0.75	0.375	0.708333
102	0.833333	0.375	0.708333
103	0.75	0.25	0.666667
104	0.75	0.25	0.75
105	0.833333	0.25	0.708333
106	0.833333	0.25	0.625
107	0.833333	0.25	0.708333
108	0.833333	0.25	0.75
109	0.833333	0.375	0.791667
110	0.833333	0.375	0.791667
111	0.75	0.375	0.75
112	0.75	0.375	0.833333
113	0.75	0.5	0.916667
114	0.75	0.5	0.916667
115	0.75	0.375	0.875
116	0.75	0.375	0.833333
117	0.75	0.375	0.833333
118	0.75	0.375	0.833333
119	0.75	0.5	0.875
120	0.75	0.5	0.833333
121	0.833333	0.625	0.916667
122	0.75	0.5	0.833333
123	0.75	0.5	0.833333
124	0.833333	0.5	0.875
125	0.833333	0.625	0.916667
126	0.75	0.375	0.791667
127	0.833333	0.5	0.875
128	0.75	0.375	0.75
129	0.833333	0.625	0.916667
130	0.833333	0.5	0.833333
131	0.833333	0.375	0.791667
132	0.833333	0.625	0.958333
133	0.833333	0.625	0.958333
134	0.833333	0.5	0.916667
135	0.833333	0.625	0.875
136	0.916667	0.625	0.916667
137	0.916667	0.75	0.958333
138	0.833333	0.625	0.916667
139	0.916667	0.75	0.875
140	0.916667	0.625	0.833333
141	0.916667	0.5	0.75
142	0.916667	0.5	0.75
143	0.833333	0.375	0.75
144	0.916667	0.375	0.666667
145	0.916667	0.5	0.75
146	0.833333	0.5	0.791667
147	0.833333	0.625	0.875
148	0.833333	0.625	0.875
149	0.833333	0.75	0.958333
150	0.833333	0.75	0.958333
151	0.916667	0.875	1
152	0.916667	0.75	0.958333
153	0.916667	0.625	0.916667
154	0.916667	0.625	0.916667
155	0.833333	0.625	0.916667
156	0.916667	0.625	0.916667
157	0.833333	0.5	0.875
158	0.916667	0.5	0.833333
159	0.75	0.625	0.916667
160	0.75	0.5	0.875
161	0.833333	0.625	0.916667
162	0.75	0.625	0.916667
163	0.833333	0.5	0.833333
164	0.75	0.5	0.875
165	0.75	0.5	0.833333
166	0.833333	0.5	0.833333
167	0.833333	0.375	0.791667
168	0.833333	0.625	0.916667
169	0.833333	0.75	0.958333
170	0.75	0.5	0.875
171	0.833333	0.625	0.833333
172	0.833333	0.5	0.791667
173	0.75	0.5	0.791667
174	0.75	0.5	0.875
175	0.833333	0.5	0.833333
176	0.833333	0.375	0.791667
177	0.75	0.625	0.875
178	0.75	0.625	0.916667
179	0.75	0.5	0.875
180	0.75	0.5	0.916667
181	0.75	0.5	0.875
182	0.833333	0.5	0.875
183	0.833333	0.375	0.833333
184	0.833333	0.625	0.875
185	0.833333	0.5	0.833333
186	0.833333	0.625	0.833333
187	0.833333	0.75	0.916667
188	0.833333	0.625	0.916667
189	0.833333	0.625	0.916667
190	0.916667	0.5	0.708333
191	0.916667	0.625	0.791667
192	0.916667	0.5	0.791667
193	0.916667	0.5	0.791667
194	0.75	0.375	0.791667
195	0.75	0.5	0.875
196	0.75	0.5	0.833333
197	0.75	0.375	0.75
198	0.833333	0.5	0.791667
199	0.833333	0.5	0.833333
200	0.75	0.375	0.833333
201	0.75	0.375	0.875
202	0.75	0.375	0.833333
203	0.833333	0.375	0.833333
204	0.833333	0.375	0.791667
205	0.75	0.375	0.875
206	0.75	0.5	0.916667
207	0.833333	0.5	0.875
208	0.75	0.5	0.916667
209	0.833333	0.5	0.791667
210	0.833333	0.5	0.916667
211	0.833333	0.5	0.833333
212	0.833333	0.5	0.791667
213	0.833333	0.5	0.916667
214	0.833333	0.5	0.916667
215	0.75	0.375	0.875
216	0.833333	0.375	0.833333
217	0.833333	0.375	0.666667
218	0.75	0.375	0.875
219	0.833333	0.375	0.833333
220	0.833333	0.5	0.875
221	0.833333	0.5	0.875
222	0.75	0.5	0.875
223	0.75	0.5	0.916667
224	0.75	0.5	0.833333
225	0.75	0.375	0.833333
226	0.75	0.375	0.791667
227	0.75	0.375	0.875
228	0.75	0.5	0.916667
229	0.833333	0.5	0.916667
230	0.75	0.5	0.916667
231	0.833333	0.5	0.875
232	0.833333	0.5	0.875
233	0.833333	0.5	0.916667
234	0.916667	0.5	0.875
235	0.833333	0.625	0.875
236	0.833333	0.625	0.958333
237	0.916667	0.625	0.916667
238	0.833333	0.5	0.791667
239	0.75	0.5	0.875
240	0.833333	0.5	0.791667
241	0.75	0.375	0.875
242	0.833333	0.5	0.833333
243	0.833333	0.375	0.791667
244	0.75	0.375	0.791667
245	0.833333	0.375	0.833333
246	0.916667	0.375	0.75
247	0.916667	0.5	0.791667
248	0.833333	0.375	0.708333
249	0.833333	0.375	0.75
250	0.833333	0.25	0.708333
251	0.833333	0.375	0.833333
252	0.75	0.375	0.833333
253	0.833333	0.25	0.791667
254	0.916667	0.5	0.75
255	0.916667	0.375	0.75
256	0.916667	0.375	0.75
257	0.916667	0.375	0.666667
258	0.833333	0.25	0.708333
259	0.833333	0.25	0.708333
260	0.75	0.375	0.791667
261	0.75	0.25	0.75
262	0.833333	0.375	0.75
263	0.833333	0.25	0.708333
264	0.833333	0.375	0.708333
265	0.833333	0.25	0.625
266	0.833333	0.25	0.75
267	0.833333	0.25	0.75
268	0.916667	0.25	0.666667
269	0.916667	0.25	0.625
270	0.833333	0.375	0.75
271	0.833333	0.25	0.666667
272	0.916667	0.375	0.666667
273	0.916667	0.375	0.625
274	0.833333	0.375	0.75
275	0.833333	0.375	0.75
276	0.916667	0.375	0.666667
277	0.916667	0.375	0.625
278	0.75	0.375	0.833333
279	0.833333	0.375	0.75
280	0.833333	0.25	0.666667
281	0.75	0.25	0.791667
282	0.916667	0.375	0.625
283	0.916667	0.25	0.5
284	0.75	0.375	0.791667
285	0.75	0.25	0.75
286	0.916667	0.75	0.958333
287	0.916667	0.625	0.916667
288	0.833333	0.625	0.916667
289	0.833333	0.625	0.875
290	0.833333	0.625	0.958333
291	0.916667	0.75	0.958333
292	0.916667	0.75	0.916667
293	0.916667	0.875	1
294	0.916667	0.625	0.916667
295	0.833333	0.625	0.958333
296	0.833333	0.625	0.916667
297	0.916667	0.625	0.916667
298	0.833333	0.625	0.916667
299	0.916667	0.625	0.833333
300	0.833333	0.625	0.916667
301	0.833333	0.625	0.875
302	0.833333	0.625	0.875
303	0.916667	0.75	0.958333
304	0.833333	0.75	0.958333
305	0.833333	0.75	0.958333
306	0.833333	0.75	1
307	0.833333	0.75	0.958333
308	0.833333	0.625	0.916667
309	0.75	0.5	0.791667
310	0.75	0.5	0.875
311	0.833333	0.625	0.916667
312	0.75	0.5	0.875
313	0.75	0.5	0.916667
314	0.833333	0.5	0.875
315	0.833333	0.375	0.833333
316	0.833333	0.5	0.875
317	0.75	0.375	0.875
318	0.75	0.375	0.75
319	0.75	0.375	0.833333
320	0.833333	0.5	0.875
321	0.916667	0.5	0.875
322	0.833333	0.5	0.916667
323	0.833333	0.5	0.875
324	0.916667	0.625	0.916667
325	0.833333	0.5	0.791667
326	0.833333	0.5	0.875
327	0.833333	0.5	0.791667
328	0.75	0.375	0.791667
329	0.75	0.375	0.625
330	0.75	0.375	0.75
331	0.833333	0.5	0.833333
332	0.833333	0.5	0.833333
333	0.833333	0.375	0.791667
334	0.833333	0.625	0.916667
335	0.833333	0.5	0.833333
336	0.833333	0.25	0.666667
337	0.833333	0.375	0.833333
338	0.833333	0.25	0.791667
339	0.916667	0.5	0.833333
340	0.916667	0.375	0.666667
341	0.916667	0.5	0.833333
342	0.916667	0.625	0.875
343	0.833333	0.625	0.875
344	0.833333	0.375	0.791667
345	0.916667	0.625	0.875
346	0.833333	0.625	0.875
347	0.833333	0.375	0.791667
348	0.916667	0.375	0.708333
349	0.916667	0.5	0.791667
