solution	ancestral	parental	incomparable
0	0.909091	0.75	0.96
1	0.909091	0.625	0.92
2	0.909091	0.5	0.88
3	0.909091	0.625	0.92
4	0.909091	0.5	0.88
5	0.909091	0.375	0.84
6	0.909091	0.5	0.84
7	0.909091	0.25	0.72
8	0.909091	0.625	0.88
9	0.909091	0.375	0.76
10	0.909091	0.375	0.76
11	0.909091	0.5	0.84
12	0.909091	0.625	0.88
13	0.909091	0.5	0.84
14	0.909091	0.5	0.84
15	0.909091	0.5	0.8
16	0.909091	0.625	0.88
17	0.909091	0.625	0.84
18	0.909091	0.75	0.92
19	0.909091	0.625	0.88
20	0.909091	0.5	0.8
21	0.909091	0.5	0.8
22	0.909091	0.375	0.72
23	0.909091	0.625	0.88
24	0.909091	0.5	0.8
25	0.909091	0.5	0.8
26	0.909091	0.375	0.68
27	0.909091	0.5	0.8
28	0.909091	0.375	0.68
29	0.909091	0.375	0.76
30	0.909091	0.25	0.64
31	0.909091	0.375	0.76
32	0.909091	0.375	0.64
33	0.909091	0.25	0.48
34	0.909091	0.25	0.64
35	0.909091	0.75	0.96
36	0.909091	0.75	0.96
37	0.909091	0.875	1
38	0.909091	0.625	0.92
39	0.909091	0.625	0.92
40	0.909091	0.5	0.88
41	0.909091	0.625	0.92
42	0.909091	0.625	0.88
43	0.909091	0.5	0.8
44	0.909091	0.375	0.84
45	0.909091	0.5	0.88
46	0.909091	0.5	0.8
47	0.909091	0.5	0.88
48	0.909091	0.75	0.96
49	0.909091	0.75	0.96
50	0.909091	0.625	0.92
51	0.909091	0.625	0.88
52	0.909091	0.5	0.88
53	0.909091	0.625	0.88
54	0.909091	0.5	0.8
55	0.909091	0.75	0.92
56	0.909091	0.375	0.76
57	0.909091	0.25	0.72
58	0.909091	0.375	0.72
59	0.909091	0.5	0.8
60	0.909091	0.625	0.88
61	0.909091	0.5	0.84
62	0.909091	0.5	0.8
63	0.909091	0.375	0.64
64	0.909091	0.25	0.48
65	0.909091	0.5	0.72
66	0.909091	0.5	0.68
67	0.909091	0.5	0.8
68	0.909091	0.625	0.92
69	0.909091	0.375	0.84
70	0.909091	0.375	0.68
71	0.909091	0.375	0.64
72	0.909091	0.25	0.48
73	0.909091	0.5	0.88
74	0.909091	0.5	0.84
75	0.909091	0.375	0.84
76	0.909091	0.5	0.8
77	0.909091	0.25	0.72
78	0.909091	0.375	0.64
79	0.909091	0.25	0.72
80	0.909091	0.25	0.76
81	0.909091	0.25	0.72
82	0.909091	0.125	0.24
83	0.909091	0.75	0.88
84	0.909091	0.625	0.84
85	0.909091	0.625	0.8
86	0.909091	0.75	0.88
87	0.909091	0.875	0.96
88	0.909091	0.75	0.88
89	0.909091	0.875	0.96
90	0.909091	0.75	0.88
91	0.909091	0.625	0.84
92	0.909091	0.625	0.8
93	1	0.875	0.92
94	1	0.75	0.88
95	0.909091	0.75	0.8
96	1	0.75	0.84
97	1	0.75	0.88
98	1	0.75	0.88
99	1	0.875	0.96
100	1	1	1
101	0.909091	0.625	0.8
102	0.909091	0.625	0.84
103	1	0.625	0.8
104	1	0.75	0.84
105	1	0.625	0.72
106	0.909091	0.75	0.88
107	0.909091	0.875	0.96
108	0.909091	0.875	0.92
109	1	0.625	0.88
110	1	0.625	0.84
111	0.909091	0.5	0.68
112	0.909091	0.5	0.64
113	0.909091	0.625	0.88
114	0.909091	0.5	0.68
115	1	0.5	0.6
116	1	0.5	0.52
117	0.909091	0.5	0.64
118	0.909091	0.625	0.88
119	0.909091	0.625	0.84
120	1	0.75	0.92
121	1	0.875	0.96
122	1	0.625	0.8
123	1	0.625	0.84
124	1	0.75	0.92
125	1	0.5	0.76
126	1	0.75	0.92
127	1	0.625	0.88
128	1	0.625	0.84
129	1	0.5	0.76
130	1	0.625	0.84
131	1	0.625	0.8
132	1	0.625	0.84
133	1	0.75	0.92
134	1	0.5	0.68
135	0.909091	0.375	0.8
136	1	0.375	0.8
137	0.909091	0.375	0.72
138	0.909091	0.5	0.76
139	1	0.5	0.68
140	1	0.5	0.72
141	0.909091	0.5	0.72
142	1	0.375	0.76
143	0.909091	0.25	0.44
144	1	0.25	0.28
145	0.909091	0.75	0.92
146	0.909091	0.625	0.88
147	0.909091	0.75	0.92
148	0.909091	0.625	0.88
149	0.909091	0.625	0.88
150	0.909091	0.75	0.92
151	0.909091	0.625	0.88
152	1	0.625	0.88
153	0.909091	0.625	0.84
154	1	0.75	0.92
155	0.909091	0.75	0.88
156	1	0.625	0.84
157	0.909091	0.75	0.88
158	0.909091	0.75	0.88
159	0.909091	0.625	0.8
160	0.909091	0.5	0.76
161	0.909091	0.5	0.76
162	1	0.5	0.68
163	0.909091	0.625	0.84
164	0.909091	0.625	0.8
165	1	0.625	0.8
166	0.909091	0.5	0.8
167	0.909091	0.5	0.76
168	1	0.5	0.76
169	0.909091	0.5	0.76
170	1	0.5	0.68
171	0.909091	0.5	0.72
172	0.909091	0.375	0.64
173	1	0.375	0.52
174	0.909091	0.375	0.64
175	0.909091	0.625	0.84
176	0.909091	0.5	0.76
177	1	0.625	0.84
178	0.909091	0.625	0.76
179	0.909091	0.5	0.64
180	1	0.5	0.8
181	1	0.5	0.76
182	0.909091	0.5	0.72
183	0.909091	0.5	0.8
184	1	0.875	0.96
185	0.909091	0.75	0.92
186	0.909091	0.75	0.88
187	0.909091	0.75	0.88
188	0.909091	0.5	0.8
