solution	ancestral	parental	incomparable
0	0.692308	0.5	0.869565
1	0.769231	0.5	0.956522
2	0.692308	0.5	0.913043
3	0.846154	0.625	0.956522
4	0.692308	0.5	0.913043
5	0.769231	0.5	0.913043
6	0.846154	0.5	0.913043
7	0.692308	0.5	0.913043
8	0.692308	0.5	0.826087
9	0.692308	0.5	0.826087
10	0.846154	0.625	0.913043
11	0.769231	0.625	0.913043
12	0.769231	0.625	0.869565
13	0.923077	0.75	0.956522
14	0.769231	0.625	0.956522
15	0.846154	0.625	0.913043
16	0.769231	0.5	0.913043
17	0.769231	0.5	0.869565
18	0.923077	0.5	0.869565
19	0.769231	0.5	0.826087
20	0.923077	0.625	0.913043
21	0.692308	0.5	0.913043
22	0.769231	0.5	0.913043
23	0.769231	0.625	0.956522
24	0.692308	0.5	0.913043
25	0.692308	0.5	0.869565
26	0.692308	0.5	0.869565
27	0.769231	0.5	0.826087
28	0.769231	0.5	0.869565
29	0.769231	0.5	0.913043
30	0.692308	0.5	0.869565
31	0.769231	0.625	0.913043
32	0.769231	0.625	0.913043
33	0.692308	0.5	0.913043
34	0.692308	0.5	0.869565
35	0.692308	0.5	0.913043
36	0.692308	0.5	0.913043
37	0.692308	0.5	0.869565
38	0.692308	0.5	0.869565
39	0.769231	0.5	0.869565
40	0.692308	0.625	0.913043
41	0.769231	0.75	0.956522
42	0.769231	0.625	0.913043
43	0.769231	0.625	0.869565
44	0.769231	0.625	0.869565
45	0.692308	0.5	0.826087
46	0.692308	0.5	0.826087
47	0.769231	0.5	0.826087
48	0.769231	0.5	0.782609
49	0.769231	0.5	0.869565
50	0.692308	0.5	0.73913
51	0.846154	0.625	0.869565
52	0.692308	0.625	0.913043
53	0.692308	0.625	0.869565
54	0.769231	0.625	0.956522
55	0.846154	0.75	0.956522
56	0.692308	0.5	0.826087
57	0.769231	0.5	0.913043
58	0.692308	0.5	0.826087
59	0.846154	0.625	0.913043
60	0.692308	0.5	0.826087
61	0.846154	0.625	0.913043
62	0.769231	0.5	0.869565
63	0.769231	0.5	0.869565
64	0.846154	0.5	0.826087
65	0.846154	0.625	0.869565
66	0.692308	0.5	0.782609
67	0.692308	0.5	0.913043
68	0.692308	0.5	0.913043
69	0.692308	0.5	0.913043
70	0.692308	0.5	0.869565
71	0.769231	0.625	0.913043
72	0.769231	0.75	0.956522
73	0.769231	0.625	0.869565
74	0.769231	0.625	0.869565
75	0.769231	0.5	0.869565
76	0.692308	0.5	0.869565
77	0.692308	0.625	0.913043
78	0.769231	0.625	0.913043
79	0.769231	0.5	0.782609
80	0.769231	0.5	0.826087
81	0.769231	0.5	0.869565
82	0.692308	0.5	0.826087
83	0.692308	0.5	0.826087
84	0.692308	0.625	0.913043
85	0.769231	0.75	0.956522
86	0.769231	0.625	0.913043
87	0.692308	0.625	0.869565
88	0.769231	0.625	0.956522
89	0.846154	0.75	0.956522
90	0.846154	0.625	0.956522
91	0.923077	0.625	0.913043
92	0.923077	0.75	0.956522
93	0.923077	0.875	1
94	0.846154	0.75	0.956522
95	0.692308	0.5	0.913043
96	0.692308	0.5	0.913043
97	0.692308	0.5	0.869565
98	0.692308	0.5	0.869565
99	0.846154	0.625	0.956522
100	0.769231	0.5	0.956522
101	0.769231	0.5	0.956522
102	0.692308	0.5	0.869565
103	0.846154	0.625	0.956522
104	0.846154	0.625	0.956522
105	0.769231	0.5	0.913043
106	0.769231	0.5	0.913043
107	0.846154	0.625	0.913043
108	0.846154	0.5	0.869565
109	0.692308	0.5	0.826087
110	0.692308	0.5	0.782609
111	0.846154	0.625	0.869565
112	0.846154	0.625	0.913043
113	0.846154	0.625	0.869565
114	0.769231	0.5	0.869565
115	0.692308	0.5	0.73913
116	0.769231	0.5	0.869565
117	0.846154	0.5	0.826087
118	0.769231	0.5	0.869565
119	0.846154	0.5	0.869565
120	0.923077	0.625	0.913043
121	0.923077	0.5	0.869565
122	0.846154	0.625	0.913043
123	0.769231	0.625	0.869565
124	0.923077	0.75	0.956522
125	0.846154	0.5	0.913043
126	0.769231	0.5	0.826087
127	0.923077	0.5	0.869565
128	0.923077	0.625	0.913043
129	0.923077	0.5	0.826087
130	0.923077	0.625	0.826087
131	0.846154	0.5	0.826087
132	0.923077	0.5	0.73913
133	0.846154	0.5	0.869565
134	0.923077	0.5	0.826087
135	0.923077	0.75	0.913043
136	0.923077	0.75	0.913043
137	0.846154	0.625	0.869565
138	0.923077	0.625	0.869565
139	0.846154	0.625	0.826087
140	0.692308	0.25	0.826087
141	0.615385	0.25	0.782609
142	0.692308	0.25	0.826087
143	0.692308	0.375	0.869565
144	0.692308	0.25	0.73913
145	0.692308	0.25	0.826087
146	0.615385	0.25	0.73913
147	0.692308	0.375	0.826087
148	0.692308	0.25	0.826087
149	0.692308	0.25	0.869565
150	0.692308	0.25	0.826087
