solution	ancestral	parental	incomparable
0	0.923077	0.875	0.956522
1	0.923077	0.75	0.913043
2	0.923077	0.875	0.956522
3	1	0.875	0.956522
4	1	1	1
5	1	0.75	0.913043
6	0.923077	0.625	0.73913
7	0.923077	0.5	0.695652
8	0.923077	0.625	0.782609
9	0.923077	0.5	0.73913
10	1	0.625	0.73913
11	1	0.75	0.782609
12	1	0.625	0.652174
13	1	0.5	0.565217
14	0.923077	0.75	0.956522
15	0.923077	0.75	0.869565
16	1	0.75	0.913043
17	1	0.875	0.956522
18	1	0.625	0.869565
19	0.923077	0.625	0.782609
20	1	0.75	0.913043
21	1	0.625	0.869565
22	1	0.5	0.826087
23	0.923077	0.625	0.913043
24	0.923077	0.75	0.913043
25	0.923077	0.625	0.869565
26	1	0.875	0.913043
27	1	0.75	0.869565
28	0.923077	0.75	0.869565
29	0.923077	0.625	0.826087
30	1	0.75	0.826087
31	1	0.625	0.73913
32	1	0.625	0.826087
33	1	0.625	0.826087
34	0.923077	0.625	0.826087
35	0.923077	0.5	0.782609
36	0.923077	0.5	0.608696
37	0.923077	0.375	0.521739
38	1	0.625	0.608696
39	1	0.5	0.434783
40	1	0.375	0.304348
41	1	0.5	0.521739
42	0.923077	0.75	0.956522
43	0.923077	0.5	0.73913
44	0.923077	0.375	0.695652
45	0.923077	0.625	0.913043
46	0.923077	0.5	0.826087
47	0.923077	0.625	0.869565
48	0.923077	0.5	0.869565
49	0.923077	0.375	0.565217
50	0.923077	0.25	0.478261
51	0.923077	0.5	0.73913
52	0.923077	0.5	0.73913
53	0.923077	0.5	0.608696
54	0.923077	0.375	0.521739
55	0.923077	0.375	0.695652
56	0.923077	0.375	0.695652
57	0.923077	0.75	0.956522
58	0.923077	0.75	0.956522
59	0.923077	0.75	0.913043
60	0.923077	0.625	0.913043
61	0.923077	0.75	0.956522
62	0.923077	0.625	0.869565
63	0.923077	0.625	0.869565
64	0.923077	0.5	0.826087
65	0.923077	0.625	0.869565
66	0.923077	0.625	0.913043
67	0.923077	0.5	0.826087
68	0.923077	0.625	0.869565
69	0.923077	0.5	0.782609
70	0.923077	0.5	0.782609
71	0.923077	0.625	0.782609
72	0.923077	0.5	0.695652
73	0.923077	0.5	0.826087
74	0.923077	0.625	0.869565
75	0.923077	0.375	0.782609
76	0.923077	0.5	0.826087
77	0.923077	0.5	0.782609
78	0.923077	0.5	0.869565
79	0.923077	0.5	0.826087
80	0.923077	0.375	0.782609
81	0.923077	0.375	0.565217
82	0.923077	0.25	0.478261
83	0.923077	0.375	0.391304
84	0.923077	0.25	0.26087
85	0.923077	0.75	0.913043
86	0.923077	0.75	0.869565
87	0.923077	0.625	0.826087
88	0.923077	0.75	0.869565
89	0.923077	0.75	0.913043
90	0.923077	0.625	0.869565
91	0.923077	0.5	0.652174
92	0.923077	0.375	0.608696
93	0.923077	0.375	0.652174
94	0.923077	0.5	0.695652
95	0.923077	0.5	0.565217
96	0.923077	0.375	0.478261
97	0.923077	0.75	0.913043
98	1	0.75	0.913043
99	1	0.625	0.869565
100	0.923077	0.625	0.869565
101	1	0.5	0.608696
102	1	0.375	0.521739
103	0.923077	0.75	0.913043
104	1	0.875	0.956522
105	1	0.75	0.913043
106	1	0.625	0.869565
107	0.923077	0.625	0.869565
108	1	0.5	0.695652
109	1	0.625	0.73913
110	1	0.5	0.608696
111	1	0.375	0.521739
112	1	0.875	0.913043
113	1	0.875	0.956522
114	1	0.875	0.913043
115	1	0.75	0.869565
116	1	0.75	0.913043
117	1	0.5	0.652174
118	1	0.625	0.695652
119	1	0.625	0.608696
120	1	0.5	0.521739
121	0.923077	0.75	0.869565
122	0.923077	0.75	0.869565
123	0.923077	0.625	0.826087
124	0.923077	0.625	0.782609
125	0.923077	0.625	0.826087
126	0.923077	0.5	0.782609
127	1	0.75	0.913043
128	1	0.75	0.826087
129	1	0.625	0.869565
130	1	0.625	0.869565
131	1	0.5	0.826087
132	1	0.625	0.826087
133	1	0.625	0.73913
134	1	0.625	0.826087
135	1	0.5	0.434783
136	1	0.375	0.304348
137	1	0.75	0.869565
138	1	0.75	0.826087
139	1	0.75	0.869565
140	1	0.75	0.869565
141	1	0.75	0.869565
142	1	0.75	0.782609
143	1	0.625	0.782609
144	1	0.625	0.826087
145	1	0.625	0.782609
146	1	0.625	0.695652
147	1	0.625	0.782609
148	1	0.625	0.826087
149	1	0.625	0.869565
150	1	0.5	0.826087
151	0.923077	0.625	0.826087
152	0.923077	0.625	0.826087
153	0.923077	0.5	0.782609
154	1	0.625	0.782609
155	1	0.5	0.782609
156	1	0.5	0.782609
157	1	0.5	0.695652
158	0.923077	0.625	0.73913
159	0.923077	0.625	0.782609
160	0.923077	0.5	0.73913
161	1	0.625	0.826087
162	1	0.5	0.782609
163	1	0.5	0.782609
164	1	0.5	0.782609
165	1	0.625	0.782609
166	1	0.5	0.695652
167	0.923077	0.5	0.73913
168	0.923077	0.5	0.73913
169	0.923077	0.625	0.782609
170	0.923077	0.5	0.73913
171	0.923077	0.625	0.73913
172	0.923077	0.5	0.652174
173	1	0.5	0.782609
174	1	0.625	0.782609
175	1	0.5	0.782609
176	1	0.5	0.695652
177	1	0.5	0.652174
178	1	0.5	0.695652
179	1	0.5	0.695652
180	1	0.5	0.652174
181	1	0.625	0.652174
182	1	0.5	0.695652
183	1	0.5	0.652174
184	1	0.5	0.521739
185	1	0.375	0.73913
186	1	0.375	0.73913
187	1	0.625	0.826087
188	1	0.5	0.782609
189	1	0.5	0.73913
190	1	0.375	0.652174
191	0.923077	0.5	0.608696
192	0.923077	0.5	0.73913
193	0.923077	0.5	0.695652
194	0.923077	0.375	0.652174
195	1	0.625	0.782609
196	1	0.5	0.73913
197	1	0.375	0.695652
198	1	0.5	0.826087
199	1	0.375	0.782609
200	1	0.625	0.826087
201	1	0.5	0.782609
202	1	0.625	0.826087
203	1	0.5	0.73913
204	1	0.375	0.73913
205	1	0.375	0.73913
206	1	0.375	0.652174
207	0.923077	0.5	0.782609
208	0.923077	0.5	0.695652
209	0.923077	0.375	0.73913
210	0.923077	0.375	0.695652
211	0.923077	0.375	0.695652
212	0.923077	0.375	0.608696
213	0.923077	0.5	0.695652
214	0.923077	0.375	0.652174
215	1	0.5	0.391304
216	1	0.5	0.521739
217	1	0.375	0.434783
218	1	0.375	0.26087
219	1	0.375	0.391304
220	1	0.25	0.26087
221	1	0.375	0.173913
222	1	0.25	0
