solution	ancestral	parental	incomparable
0	0.823529	0.75	0.947368
1	0.764706	0.625	0.947368
2	0.764706	0.625	0.894737
3	0.764706	0.625	0.894737
4	0.882353	0.875	1
5	0.823529	0.75	1
6	0.823529	0.75	0.947368
7	0.823529	0.75	0.947368
8	0.764706	0.625	0.947368
9	0.764706	0.625	1
10	0.823529	0.75	1
11	0.764706	0.625	0.947368
12	0.764706	0.625	0.842105
13	0.764706	0.625	0.894737
14	0.764706	0.625	0.947368
15	0.764706	0.625	0.947368
16	0.764706	0.625	0.894737
17	0.823529	0.75	0.947368
18	0.882353	0.75	0.947368
19	0.764706	0.625	0.842105
20	0.764706	0.5	0.736842
21	0.764706	0.5	0.842105
22	0.823529	0.625	0.842105
23	0.764706	0.5	0.684211
24	0.882353	0.625	0.894737
25	0.823529	0.625	0.842105
26	0.823529	0.625	0.947368
27	0.882353	0.75	0.947368
28	0.823529	0.625	0.947368
29	0.764706	0.5	0.842105
30	0.764706	0.5	0.894737
31	0.764706	0.5	0.947368
32	0.764706	0.5	0.947368
33	0.823529	0.5	0.894737
34	0.764706	0.5	0.894737
35	0.764706	0.5	0.789474
36	0.764706	0.5	0.842105
37	0.823529	0.5	0.842105
38	0.764706	0.5	0.894737
39	0.823529	0.5	0.842105
40	0.823529	0.5	0.894737
41	0.764706	0.5	0.894737
42	0.882353	0.5	0.842105
43	0.882353	0.5	0.789474
44	0.764706	0.5	0.894737
45	0.764706	0.5	0.894737
46	0.764706	0.5	0.947368
47	0.823529	0.625	0.894737
48	0.882353	0.75	0.842105
49	0.823529	0.625	0.842105
50	0.823529	0.625	0.894737
51	0.764706	0.5	0.894737
52	0.764706	0.5	0.842105
53	0.823529	0.625	0.842105
54	0.882353	0.625	0.789474
55	0.764706	0.5	0.789474
56	0.764706	0.375	0.842105
57	0.764706	0.375	0.789474
58	0.823529	0.375	0.736842
59	0.823529	0.375	0.736842
60	0.882353	0.375	0.578947
61	0.882353	0.375	0.631579
62	0.823529	0.5	0.842105
63	0.823529	0.625	0.894737
64	0.823529	0.5	0.736842
65	0.882353	0.625	0.789474
66	0.823529	0.625	0.842105
67	0.882353	0.75	0.894737
68	0.823529	0.625	0.789474
69	0.823529	0.625	0.894737
70	0.823529	0.625	0.894737
71	0.823529	0.625	0.894737
72	0.882353	0.75	0.947368
73	0.882353	0.625	0.842105
74	0.823529	0.5	0.842105
75	0.823529	0.5	0.842105
76	0.823529	0.5	0.894737
77	0.882353	0.75	0.947368
78	0.823529	0.625	0.894737
