solution	ancestral	parental	incomparable
0	1	0.75	0.88
1	1	0.875	0.96
2	1	0.75	0.92
3	1	0.625	0.8
4	1	0.75	0.92
5	1	0.75	0.92
6	1	0.625	0.84
7	1	0.625	0.8
8	1	0.5	0.84
9	1	0.5	0.84
10	1	0.5	0.8
11	1	0.5	0.8
12	1	0.625	0.84
13	1	0.5	0.68
14	1	0.875	0.96
15	1	0.75	0.92
16	1	0.75	0.92
17	1	0.75	0.92
18	1	0.625	0.84
19	1	0.875	0.96
20	1	0.75	0.88
21	1	1	1
22	1	0.875	0.96
23	1	0.875	0.92
24	1	0.875	0.92
25	1	0.75	0.88
26	1	0.75	0.84
27	1	0.75	0.84
28	1	0.875	0.96
29	1	0.75	0.88
30	1	0.75	0.84
31	1	0.75	0.92
32	1	0.625	0.84
33	1	0.625	0.72
34	1	0.625	0.88
35	1	0.5	0.76
36	1	0.5	0.76
37	1	0.625	0.88
38	1	0.625	0.84
39	1	0.625	0.88
40	1	0.625	0.84
41	1	0.5	0.76
42	1	0.5	0.76
43	1	0.5	0.68
44	1	0.5	0.76
45	1	0.5	0.76
46	1	0.5	0.68
47	1	0.875	0.96
48	1	0.75	0.92
49	1	0.75	0.92
50	1	0.875	0.92
51	1	0.75	0.88
52	1	0.75	0.84
53	1	0.75	0.92
54	1	0.75	0.84
55	1	0.625	0.72
56	1	0.625	0.84
57	1	0.75	0.88
58	1	0.625	0.84
59	1	0.625	0.84
60	1	0.625	0.84
61	1	0.75	0.88
62	1	0.75	0.88
63	1	0.625	0.84
64	1	0.625	0.8
65	1	0.625	0.8
66	1	0.75	0.84
67	1	0.75	0.8
68	1	0.625	0.76
69	1	0.625	0.76
70	1	0.625	0.76
71	1	0.625	0.68
72	1	0.625	0.88
73	1	0.625	0.84
74	1	0.625	0.8
75	1	0.5	0.76
76	1	0.5	0.68
77	1	0.5	0.8
78	1	0.5	0.84
79	1	0.5	0.76
80	1	0.625	0.8
81	1	0.5	0.68
82	1	0.625	0.68
83	1	0.5	0.52
84	1	0.375	0.76
85	1	0.25	0.6
86	1	0.375	0.68
87	1	0.25	0.48
88	1	0.5	0.84
89	1	0.625	0.88
90	1	0.5	0.76
91	1	0.625	0.84
92	1	0.5	0.76
93	1	0.5	0.76
94	1	0.5	0.76
95	1	0.5	0.76
96	1	0.5	0.68
97	1	0.5	0.8
98	1	0.375	0.6
99	1	0.375	0.64
100	1	0.375	0.6
101	1	0.375	0.64
102	1	0.5	0.76
103	1	0.5	0.76
104	1	0.375	0.64
105	1	0.375	0.6
106	1	0.625	0.88
107	1	0.5	0.76
108	1	0.625	0.84
109	1	0.5	0.68
110	1	0.5	0.8
111	1	0.375	0.6
112	1	0.375	0.48
113	1	0.5	0.76
114	1	0.5	0.68
115	1	0.5	0.84
116	1	0.625	0.88
117	1	0.5	0.76
118	1	0.5	0.84
119	1	0.5	0.76
120	1	0.375	0.6
121	1	0.5	0.8
122	1	0.5	0.68
123	1	0.625	0.84
124	1	0.5	0.68
125	1	0.375	0.48
126	1	0.625	0.84
127	1	0.5	0.8
128	1	0.5	0.76
129	1	0.5	0.76
130	1	0.5	0.68
131	1	0.5	0.72
132	1	0.375	0.68
133	1	0.375	0.52
134	1	0.375	0.76
135	1	0.25	0.64
136	1	0.375	0.52
137	1	0.375	0.68
138	1	0.375	0.76
139	1	0.375	0.76
140	1	0.25	0.6
141	1	0.25	0.64
142	1	0.25	0.6
143	1	0.25	0.64
144	1	0.25	0.6
145	1	0.25	0.48
146	1	0.25	0.6
147	1	0.25	0.28
148	1	0.5	0.76
149	1	0.5	0.76
150	1	0.5	0.76
151	1	0.5	0.68
152	1	0.5	0.68
153	1	0.375	0.6
154	1	0.375	0.64
155	1	0.375	0.48
156	1	0.375	0.6
157	1	0.375	0.6
158	1	0.375	0.64
159	1	0.375	0.64
160	1	0.375	0.6
161	1	0.375	0.64
162	1	0.375	0.6
163	1	0.375	0.48
164	1	0.5	0.84
165	1	0.75	0.92
166	1	0.875	0.96
167	1	0.75	0.92
168	1	0.625	0.84
169	1	0.5	0.8
170	1	0.5	0.84
171	1	0.75	0.92
172	1	0.5	0.8
173	1	0.5	0.84
174	1	0.5	0.8
175	1	0.5	0.8
176	1	0.375	0.68
177	1	0.75	0.92
178	1	0.625	0.88
179	1	0.625	0.88
180	1	0.625	0.84
181	1	0.75	0.88
182	1	0.625	0.8
183	1	0.625	0.8
184	1	0.5	0.68
185	1	0.5	0.84
186	1	0.5	0.8
187	1	0.5	0.84
188	1	0.5	0.8
189	1	0.625	0.88
190	1	0.5	0.8
191	1	0.375	0.72
192	1	0.375	0.64
193	1	0.25	0.72
194	1	0.25	0.72
195	1	0.25	0.72
196	1	0.25	0.64
197	1	0.375	0.64
198	1	0.375	0.72
199	1	0.375	0.72
200	1	0.375	0.72
201	1	0.375	0.64
202	1	0.375	0.72
203	1	0.375	0.72
204	1	0.375	0.72
205	1	0.375	0.64
206	1	0.25	0.48
207	1	0.875	0.96
208	1	0.75	0.92
209	1	0.75	0.92
210	1	0.75	0.92
211	1	0.625	0.84
212	1	0.75	0.92
213	1	0.75	0.88
214	1	0.625	0.72
215	1	0.75	0.84
216	1	0.625	0.84
217	1	0.75	0.92
218	1	0.625	0.84
219	1	0.75	0.92
220	1	0.625	0.88
221	1	0.75	0.84
222	1	0.875	0.92
223	1	0.75	0.88
224	1	0.75	0.92
225	1	0.875	0.96
226	1	0.875	0.92
227	1	0.75	0.84
228	1	0.5	0.8
229	1	0.5	0.68
230	1	0.5	0.84
231	1	0.5	0.8
232	1	0.375	0.68
233	1	0.5	0.8
234	1	0.5	0.84
235	1	0.5	0.8
